"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","FN201...A.Prefeitura.cobra.pelos.serviços.de.coleta.regular..transporte.e.destinação.final.de.RSU..Antigo.campo.GE012...Sim.Não.","FN202...Forma.adotada..Antigo.campo.GE013.","FN203...Descrição.da.outra.forma.adotada..Antigo.campo.DESC_OUT_FORM_COBR.","FN204...Unidade.adotada.para.a.cobrança..no.caso.de.tarifa.","FN205...A.prefeitura.cobra.pela.prestação.de.serviços.especiais.ou.eventuais.de.manejo.de.RSU...Antigo.campo.GE014...Sim.Não.","FN206...Despesas.dos.agentes.públicos.com.o.serviço.de.coleta.de.RDO.e.RPU..Antigo.campo.CO132...R..ano.","FN207...Despesa.com.agentes.privados.para.execução.do.serviço.de.coleta.de.RDO.e.RPU..Antigo.campo.CO011...R..ano.","FN208...Despesa.total.com.o.serviço.de.coleta.de.RDO.e.RPU..Antigo.campo.CO009...R..ano.","FN209...Despesa.com.agentes.públicos.com.a.coleta.de.RSS..Antigo.campo.RS032...R..ano.","FN210...Despesa.com.empresas.contratadas.para.coleta.de.RSS..Antigo.campo.RS033...R..ano.","FN211...Despesa.total.com.a.coleta.de.RSS..Antigo.campo.RS035...R..ano.","FN212...Despesa.dos.agentes.públicos.com.o.serviço.de.varrição..Antigo.campo.VA037...R..ano.","FN213...Despesa.com.empresas.contratadas.para.o.serviço.de.varrição..Antigo.campo.VA019...R..ano.","FN214...Despesa.total.com.o.serviço.de.varrição..Antigo.campo.VA017...R..ano.","FN215...Despesa.com.agentes.públicos.executores.dos.demais.serviços.quando.não.especificados.em.campos.próprios..Antigo.campo.GE043...R..ano.","FN216...Despesa.com.agentes.privados.executores.dos.demais.serviços.quando.não.especificados.em.campos.próprios..Antigo.campo.GE044...R..ano.","FN217...Despesa.total.com.todos.os.agentes.executores.dos.demais.serviços.quando.não.especificados.em.campos.próprios..Antigo.campo.GE046...R..ano.","FN218...Despesa.dos.agentes.públicos.executores.de.serviços.de.manejo.de.RSU..Antigo.campo.GE023...R..ano.","FN219...Despesa.com.agentes.privados.executores.de.serviços.de.manejo.de.RSU..Antigo.campo.GE009...R..ano.","FN220...Despesa.total.com.serviços.de.manejo.de.RSU..Antigo.campo.GE007...R..ano.","FN221...Receita.orçada.com.a.cobrança.de.taxas.e.tarifas.referentes.à.gestão.e.manejo.de.RSU..Antigo.campo.GE005...R..ano.","FN222...Receita.arrecadada.com.taxas.e.tarifas.referentes.à.gestão.e.manejo.de.RSU..Antigo.campo.GE006...R..ano.","FN223...Despesa.Corrente.da.Prefeitura.durante.o.ano.com.TODOS.os.serviços.do.município..saúde..educação..pagamento.de.pessoal..etc...Antigo.campo.GE010...R..ano.","FN224...A.Prefeitura.recebeu.algum.recurso.federal.para.aplicação.no.setor.de.manejo.de.RSU...Antigo.campo.GE025...Sim.Não..x","FN224...A.Prefeitura.recebeu.algum.recurso.federal.para.aplicação.no.setor.de.manejo.de.RSU...Antigo.campo.GE025...Sim.Não..y","FN225...Valor.repassado..Antigo.campo.GE026...R..ano.","FN226...Tipo.de.recurso..Antigo.campo.GE028."
220790,"Pedro II","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
220793,"Pedro Laurentino","PI",2015,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
220795,"Nova Santa Rita","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
220800,"Picos","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água e Esgoto","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
220810,"Pimenteiras","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22081040] Prefeitura Municipal de Pimenteiras - PMP","Água; Res Sólidos","Não","","","","Não",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e+05,NA,NA,9315305.8,"Não","Não",NA,""
220820,"Pio IX","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22082040] Prefeitura Municipal de Pio Ix - PMPI","Água; Res Sólidos","Não","","","","Não",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636000,NA,NA,43753920,"Não","Não",NA,""
220830,"Piracuruca","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22083040] SECRETARIA MUNICIPAL DE MEIO AMBIENTE - SMMA","Água; Res Sólidos","Não","","","","Não",0,548081.52,548081.52,0,0,0,0,391486.8,391486.8,0,0,0,0,939568.32,939568.32,NA,NA,38615359.54,"","",NA,""
220865,"Queimada Nova","PI",2015,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
220870,"Redenção do Gurguéia","PI",2015,"[22087011] Prefeitura Municipal de Redenção do Gurguéia - PMRG; [22087040] Prefeitura Municipal de Redenção do Gurguéia - PMRG","Esgoto; Res Sólidos","Não","","","","Não",75000,120000,195000,12000,0,12000,65000,0,65000,0,0,0,152000,120000,272000,NA,NA,18728000,"","",NA,""
220887,"Ribeira do Piauí","PI",2015,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
220900,"Rio Grande do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
220910,"Santa Cruz do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
220915,"Santa Cruz dos Milagres","PI",2015,"[22091511] Prefeitura Municipal de Santa Cruz dos Milagres - PMSCM; [22091540] SECRETARIA DE AGRICULTURA - SA","Água; Res Sólidos","Não","","","","Não",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264000,NA,NA,3971422.88,"Não","Não",NA,""
220930,"Santa Luz","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
220935,"Santana do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
220937,"Santa Rosa do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22093740] Prefeitura Municipal de Santa Rosa do Piauí - PMSR","Água; Res Sólidos","Não","","","","Não",NA,NA,320000,NA,NA,7500,NA,NA,39000,NA,NA,29000,NA,NA,395500,NA,NA,8400000,"","",NA,""
220940,"Santo Antônio de Lisboa","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
220950,"Santo Inácio do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
220955,"São Braz do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
220965,"São Francisco de Assis do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22096540] PREFEITURA MUNICIPAL DE SÃO FRANCISCO DE ASSIS DO PIAUÍ - PMSFA","Água; Res Sólidos","Não","","","","Não",NA,NA,162385.68,NA,NA,15000,NA,NA,98250,NA,NA,51750,NA,NA,327385.68,NA,NA,10619944.58,"","",NA,""
220970,"São Francisco do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
220985,"São João da Canabrava","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22098540] PREFEITURA MUNICIPAL DE SAO JOAO DA CANABRAVA - PMSJC","Água; Res Sólidos","Não","","","","Não",85104,0,85104,0,0,0,85104,0,85104,0,0,0,170208,0,170208,NA,NA,4628968.36,"Não","Não",NA,""
220987,"São João da Fronteira","PI",2015,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
220990,"São João da Serra","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
220995,"São João da Varjota","PI",2015,"[22099511] Prefeitura Municipal de São João da Varjota - PMSJV; [22099540] SECRETARIA DE SAÚDE - SSSV","Água; Res Sólidos","Não","","","","Não",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150000,NA,NA,11320602,"Não","Não",NA,""
221000,"São João do Piauí","PI",2015,"[22100011] Prefeitura Municipal de São João do Piauí - PMSJP; [22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Esgoto; Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
221005,"São José do Divino","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
221010,"São José do Peixe","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
221020,"São José do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
221030,"São Julião","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22103040] Prefeitura MUNICIPAL DE SÃO JULIÃO - pmsj","Água; Res Sólidos","Não","","","","Não",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,356000,356000,NA,NA,11944782.35,"Não","Não",NA,""
221035,"São Lourenço do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
221037,"São Luis do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
221039,"São Miguel do Fidalgo","PI",2015,"[22103940] PREFEITURA MUNICIPAL DE SÃO MIGUEL DO FIDALGO - PMSMF","Res Sólidos","Não","","","","Não",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327672,193543,521215,NA,NA,11876563.22,"Não","Não",NA,""
221040,"São Miguel do Tapuio","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
221060,"São Raimundo Nonato","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22106040] DEPARTAMENTO DE LIMPEZA URBANA - DLU","Água; Res Sólidos","Não","","","","Não",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000,1423539.9,1483539.9,NA,NA,54776821.47,"Não","Não",NA,""
221063,"Sebastião Leal","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22106340] Prefeitura Municipal de Sebastião Leal - PMSL","Água; Res Sólidos","Não","","","","Não",0,125230,125230,0,75000,75000,0,120770,120770,0,183000,183000,0,504000,504000,NA,NA,7316102.96,"Não","Não",NA,""
221070,"Simões","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
221080,"Simplício Mendes","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
221090,"Socorro do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
221093,"Sussuapara","PI",2015,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
221095,"Tamboril do Piauí","PI",2015,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
221097,"Tanque do Piauí","PI",2015,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
221130,"Valença do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
221135,"Várzea Branca","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22113540] Prefeitura Municipal de Várzea Branca - PMVB","Água; Res Sólidos","Não","","","","Não",0,184800,184800,0,37600,37600,174240,20000,194240,0,0,0,174240,242400,416640,NA,NA,12625090.41,"Não","Não",NA,""
221150,"Vera Mendes","PI",2015,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
221160,"Vila Nova do Piauí","PI",2015,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
221170,"Wall Ferraz","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22117040] PREFEITURA MUNICIPAL DE WALL FERRAZ - PMWF","Água; Res Sólidos","Não","","","","Não",10000,50000,60000,50000,50000,1e+05,50000,50000,1e+05,50000,50000,1e+05,160000,2e+05,360000,NA,NA,3700000,"Não","Não",NA,""
230010,"Abaiara","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
230015,"Acarapé","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
230030,"Acopiara","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23003040] Secretaria da Infraestrutura - SEINFRA","Água e Esgoto; Res Sólidos","Não","","","","Não",0,750000,750000,0,46320,46320,0,1e+05,1e+05,0,60000,60000,0,956320,956320,NA,NA,75753048.7,"Não","Não",NA,""
230040,"Aiuaba","CE",2015,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
230050,"Alcântaras","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23005040] Prefeitura Municipal de Alcântaras - PMA","Água e Esgoto; Res Sólidos","Não","","","","Não",0,82800,82800,0,0,0,253440,142560,396000,0,0,0,253440,225360,478800,NA,NA,20423417.76,"Não","Não",NA,""
230060,"Altaneira","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
230070,"Alto Santo","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
230080,"Antonina do Norte","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
230090,"Apuiarés","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23009040] PREFEITURA MUNICIPA DE APUIARES - PMA","Água; Res Sólidos","Não","","","","Não",0,644283.1,644283.1,0,0,0,275327,0,275327,0,0,0,275327,644283.1,919610.1,NA,NA,24238000,"Não","Não",NA,""
230110,"Aracati","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23011040] SECRETARIA DE INFRAESTRUTURA E URBANISMO - SEINFRA","Água e Esgoto; Res Sólidos","Não","","","","Não",0,2656432.94,2656432.94,0,45600,45600,0,246070,246070,127432.4,1195525.26,1322957.66,127432.4,4143628.2,4271060.6,NA,NA,148758641.94,"Não","Não",NA,""
230120,"Aracoiaba","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
230125,"Ararendá","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23012540] Prefeitura Municipal de Ararendá - PMA","Água; Res Sólidos","Não","","","","Não",0,289843.2,289843.2,0,0,0,114796.5,0,114796.5,0,0,0,114796.5,289843.2,404639.7,NA,NA,11462100,"Não","Não",NA,""
230130,"Araripe","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23013040] Prefeitura Municipal de Araripe - PMA","Água; Res Sólidos","Não","","","","Não",NA,NA,60877.92,NA,NA,12000,NA,NA,376785.84,NA,NA,332359.32,NA,NA,782023.08,NA,NA,43246340.63,"Não","Não",NA,""
230140,"Aratuba","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23014040] Prefeitura Municipal de Aratuba - PMA","Água e Esgoto; Res Sólidos","Não","","","","Não",79200,0,79200,13030,0,13030,422400,0,422400,55300,0,55300,569930,0,569930,NA,NA,6e+06,"Não","Não",NA,""
230150,"Arneiroz","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
230160,"Assaré","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
230170,"Aurora","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23017040] PREFEITURTA MUNICIPAL DE AURORA CEARA - PMA","Água e Esgoto; Res Sólidos","Não","","","","Não",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1451391.93,NA,NA,35528189.25,"","",NA,""
230180,"Baixio","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
230185,"Banabuiú","CE",2015,"[23018511] Serviço Autônomo de Água e Esgoto - SAAE","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
230190,"Barbalha","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
230195,"Barreira","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23019540] Secretaria da Infraestrutura e Controle Urbano - SEINCO","Água e Esgoto; Res Sólidos","Não","","","","Não",498528.72,451620,950148.72,0,0,0,85190.28,0,85190.28,0,0,0,583719,451620,1035339,NA,NA,38672637.44,"Não","Não",NA,""
230200,"Barro","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
230210,"Baturité","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23021040] SECRETARIA DE INFRAESTRUTURA E URBANISMO - SEINFRA","Água e Esgoto; Res Sólidos","Não","","","","Sim",NA,NA,8e+05,NA,NA,3e+05,NA,NA,2e+05,NA,NA,3e+05,NA,NA,1600000,NA,NA,6e+07,"","",NA,""
230240,"Boa Viagem","CE",2015,"[23024011] Serviço Autônomo de Água e Esgoto - SAAE; [23024012] Prefeitura Municipal de Boa Viagem - PMBV; [23024040] Prefeitura Municipal - PMBV","Água; Esgoto; Res Sólidos","Não","","","","Não",345455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345455,NA,NA,62425210,"Não","Não",NA,""
230250,"Brejo Santo","CE",2015,"[23025040] SECRATARIA DE INFRAESTUTURA E URBANISMO - SEINFRA","Res Sólidos","Não","","","","Não",380343,2417115.12,2797458.12,0,66000,66000,841579.2,1163454.72,2005033.92,0,542811.56,542811.56,1221922.2,4189381.4,5411303.6,NA,NA,98006877.28,"Não","Não",NA,""
230270,"Campos Sales","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
230280,"Canindé","CE",2015,"[23028011] Serviço Autônomo de Água e Esgoto de Canindé - SAAE; [23028040] SECRETARIA DE INFRAESTRUTURA E DESENVOLVIMENTO URBANO - SEINFRA","Água e Esgoto; Res Sólidos","Não","","","","Não",0,1472348.49,1472348.49,0,64800,64800,0,292169.15,292169.15,0,536026.87,536026.87,0,2365344.51,2365344.51,NA,NA,140682680.24,"Não","Não",NA,""
230290,"Capistrano","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
230300,"Caridade","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23030040] Prefeitura Municipal de Caridade - PMC","Água; Res Sólidos","Não","","","","Não",0,639915,639915,0,0,0,0,139188.85,139188.85,1030704,59659.03,1090363.03,1030704,838762.88,1869466.88,NA,NA,34743360.65,"","",NA,""
230310,"Cariré","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23031040] PREFEITURA MUNICIPAL DE CARIRÉ - PMC","Água; Res Sólidos","Não","","","","Não",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,1383936,0,1383936,NA,NA,32029103.15,"","",NA,""
230320,"Caririaçu","CE",2015,"[23032011] Serviço Autônomo de Água e Esgoto - SAMAE","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
230330,"Cariús","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
230340,"Carnaubal","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23034040] PREFEITURA DE CARNAUBAL / SECRETARIA DE INFRAESTRUTURA E SERVIÇOS PÚBLICOS - SEINFRA","Água; Res Sólidos","Não","","","","Não",NA,NA,631718.12,NA,NA,76953.6,NA,NA,30352.27,NA,NA,154976,NA,NA,893999.99,NA,NA,30899132.77,"","",NA,""
230360,"Catarina","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23036040] PREFEITURA MUNICIPAL DE CATARINA - PMC","Água e Esgoto; Res Sólidos","Não","","","","Não",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369600,NA,NA,28103836.66,"","",NA,""
230365,"Catunda","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
230370,"Caucaia","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
230380,"Cedro","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
230393,"Choró","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
230395,"Chorozinho","CE",2015,"[23039511] Prefeitura Municipal de Chorozinho - PMC; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23039540] Secretaria de Planejamento e Desenvolvimento Urbano - SPDU","Esgoto; Água; Res Sólidos","Não","","","","Não",0,7400,7400,0,3000,3000,587159.43,0,587159.43,7800,254166.38,261966.38,594959.43,264566.38,859525.81,NA,NA,35721440.52,"Não","Não",NA,""
230400,"Coreaú","CE",2015,"[23040011] Prefeitura Municipal de Coreaú - PMC; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23040040] PREFEITURA MUNICIPAL DE COREAÚ - PMC","Esgoto; Água e Esgoto; Res Sólidos","Não","","","","Não",137280,0,137280,63360,0,63360,316800,0,316800,21120,0,21120,538560,0,538560,NA,NA,41979527.18,"","",NA,""
230410,"Crateús","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
230420,"Crato","CE",2015,"[23042011] Sociedade Anônima de Água e Esgoto do Crato - SAAEC","Água e Esgoto","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
