"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","QD001...Tipo.de.atendimento.da.portaria.sobre.qualidade.da.água","QD002...Quantidades.de.paralisações.no.sistema.de.distribuição.de.água..Paralisações.ano.","QD003...Duração.das.paralisações..soma.das.paralisações.maiores.que.6.horas.no.ano...Horas.ano.","QD004...Quantidade.de.economias.ativas.atingidas.por.paralisações..Economias.ano.","QD006...Quantidade.de.amostras.para.cloro.residual..analisadas...Amostras.ano..","QD007...Quantidade.de.amostras.para.cloro.residual.com.resultados.fora.do.padrão..Amostras.ano.","QD008...Quantidade.de.amostras.para.turbidez..analisadas...Amostras.ano.","QD009...Quantidade.de.amostras.para.turbidez.fora.do.padrão..Amostras.ano.","QD011...Quantidades.de.extravasamentos.de.esgotos.registrados..Extravasamentos.ano..","QD012...Duração.dos.extravasamentos.registrados..Horas.ano.","QD015...Quantidade.de.economias.ativas.atingidas.por.interrupções.sistemáticas..Economias.ano.","QD016...Quantidade.de.amostras.analisadas.para.aferição.de.coliformes.fecais..Amostras.","QD017...Quantidade.de.amostras.analisadas.para.aferição.de.coliformes.fecais..com.resultados.fora.do.padrão..Amostras.","QD019...Quantidade.mínima.de.amostras.para.turbidez..obrigatórias...Amostras.ano.","QD020...Quantidade.mínima.de.amostras.para.cloro.residual..obrigatórias...Amostras.ano.","QD021...Quantidade.de.interrupções.sistemáticas..Interrupções.ano.","QD022...Duração.das.interrupções.sistemáticas..Horas.ano.","QD023...Quantidade.de.reclamações.ou.solicitações.de.serviços..Reclamações.ano.","QD024...Quantidade.de.serviços.executados..Serviços.ano.","QD025...Tempo.total.de.execução.dos.serviços..Horas.ano.","QD026...Quantidade.de.amostras.para.coliformes.totais..analisadas...Amostras.ano.","QD027...Quantidade.de.amostras.para.coliformes.totais.com.resultados.fora.do.padrão..Amostras.ano.","QD028...Quantidade.mínima.de.amostras.para.coliformes.totais..obrigatórias...Amostras.ano.","QD029...Atendimento.integral.da.portaria.518.04"
220937,"Santa Rosa do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22093740] Prefeitura Municipal de Santa Rosa do Piauí - PMSR","Água; Res Sólidos","Atende integralmente",0,0,0,16,0,16,0,NA,NA,0,NA,NA,60,60,0,0,948,866,NA,16,4,60,NA
220940,"Santo Antônio de Lisboa","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",0,0,0,0,0,0,0,NA,NA,0,NA,NA,60,60,0,0,532,511,NA,0,0,60,NA
220950,"Santo Inácio do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",0,0,0,0,0,0,0,NA,NA,0,NA,NA,60,60,0,0,341,314,NA,0,0,60,NA
220955,"São Braz do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",0,0,0,0,0,0,0,NA,NA,0,NA,NA,120,120,0,0,101,94,NA,0,0,120,NA
220965,"São Francisco de Assis do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22096540] PREFEITURA MUNICIPAL DE SÃO FRANCISCO DE ASSIS DO PIAUÍ - PMSFA","Água; Res Sólidos","Atende integralmente",0,0,0,0,0,0,0,NA,NA,0,NA,NA,60,60,0,0,210,146,NA,0,0,60,NA
220970,"São Francisco do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",0,0,0,27,0,27,0,NA,NA,0,NA,NA,60,60,0,0,352,280,NA,27,0,60,NA
220985,"São João da Canabrava","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22098540] PREFEITURA MUNICIPAL DE SAO JOAO DA CANABRAVA - PMSJC","Água; Res Sólidos","Atende integralmente",0,0,0,0,0,0,0,NA,NA,0,NA,NA,120,120,0,0,249,205,NA,0,0,120,NA
220987,"São João da Fronteira","PI",2015,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220990,"São João da Serra","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",0,0,0,22,0,22,0,NA,NA,0,NA,NA,60,60,0,0,621,516,NA,22,7,60,NA
220995,"São João da Varjota","PI",2015,"[22099511] Prefeitura Municipal de São João da Varjota - PMSJV; [22099540] SECRETARIA DE SAÚDE - SSSV","Água; Res Sólidos","",0,0,NA,200,6,240,6,NA,NA,0,NA,NA,240,200,0,0,400,250,NA,240,6,240,NA
221000,"São João do Piauí","PI",2015,"[22100011] Prefeitura Municipal de São João do Piauí - PMSJP; [22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Esgoto; Água","Atende integralmente",0,0,0,39,0,39,2,NA,NA,0,NA,NA,120,120,0,0,7828,6968,NA,39,1,120,NA
221005,"São José do Divino","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",0,0,0,19,2,19,0,NA,NA,0,NA,NA,60,60,0,0,454,420,NA,19,0,60,NA
221010,"São José do Peixe","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",0,0,0,30,0,30,0,NA,NA,0,NA,NA,60,60,0,0,478,415,NA,30,0,60,NA
221020,"São José do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",0,0,0,0,0,0,0,NA,NA,0,NA,NA,60,60,0,0,194,170,NA,0,0,60,NA
221030,"São Julião","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22103040] Prefeitura MUNICIPAL DE SÃO JULIÃO - pmsj","Água; Res Sólidos","Atende integralmente",0,0,0,4,0,4,0,NA,NA,0,NA,NA,180,180,0,0,551,551,NA,4,1,180,NA
221035,"São Lourenço do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",0,0,0,6,0,6,0,NA,NA,0,NA,NA,120,120,0,0,323,300,NA,6,0,120,NA
221037,"São Luis do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",0,0,0,0,0,0,0,NA,NA,0,NA,NA,60,60,0,0,67,55,NA,0,0,60,NA
221039,"São Miguel do Fidalgo","PI",2015,"[22103940] PREFEITURA MUNICIPAL DE SÃO MIGUEL DO FIDALGO - PMSMF","Res Sólidos","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221040,"São Miguel do Tapuio","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",0,0,0,24,0,24,0,NA,NA,0,NA,NA,60,60,0,0,537,396,NA,24,2,60,NA
221060,"São Raimundo Nonato","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22106040] DEPARTAMENTO DE LIMPEZA URBANA - DLU","Água; Res Sólidos","Atende integralmente",0,0,0,57,3,57,10,NA,NA,0,NA,NA,120,120,0,0,19972,12194,NA,57,6,120,NA
221063,"Sebastião Leal","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22106340] Prefeitura Municipal de Sebastião Leal - PMSL","Água; Res Sólidos","Atende integralmente",0,0,0,9,0,9,0,NA,NA,0,NA,NA,60,60,0,0,250,190,NA,9,0,60,NA
221070,"Simões","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",0,0,0,12,6,12,0,NA,NA,0,NA,NA,120,120,0,0,1026,1019,NA,12,6,120,NA
221080,"Simplício Mendes","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",0,0,0,10,0,10,0,NA,NA,0,NA,NA,60,60,0,0,1017,932,NA,10,0,60,NA
221090,"Socorro do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",0,0,0,26,0,26,0,NA,NA,0,NA,NA,120,120,0,0,208,193,NA,26,5,120,NA
221093,"Sussuapara","PI",2015,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221095,"Tamboril do Piauí","PI",2015,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221097,"Tanque do Piauí","PI",2015,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221130,"Valença do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",0,0,0,0,0,0,0,NA,NA,0,NA,NA,60,60,0,0,3571,3356,NA,0,0,60,NA
221135,"Várzea Branca","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22113540] Prefeitura Municipal de Várzea Branca - PMVB","Água; Res Sólidos","Atende integralmente",0,0,0,5,0,5,0,NA,NA,0,NA,NA,120,120,0,0,313,302,NA,5,5,120,NA
221150,"Vera Mendes","PI",2015,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221160,"Vila Nova do Piauí","PI",2015,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221170,"Wall Ferraz","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22117040] PREFEITURA MUNICIPAL DE WALL FERRAZ - PMWF","Água; Res Sólidos","Atende integralmente",0,0,0,0,0,0,0,NA,NA,0,NA,NA,60,60,0,0,139,139,NA,0,0,60,NA
230010,"Abaiara","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","Atende integralmente",1,11,NA,876,12,876,0,NA,NA,NA,NA,NA,216,218,0,0,562,524,30189,242,0,216,NA
230015,"Acarapé","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","Atende integralmente",22,699,NA,198,0,198,11,NA,NA,NA,NA,NA,216,216,13,448,1470,1405,337198,198,35,216,NA
230030,"Acopiara","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23003040] Secretaria da Infraestrutura - SEINFRA","Água e Esgoto; Res Sólidos","Atende integralmente",12,332,NA,9081,0,4774,3709,NA,NA,NA,NA,NA,4777,4777,10,531,3814,3543,290879,554,31,560,NA
230040,"Aiuaba","CE",2015,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230050,"Alcântaras","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23005040] Prefeitura Municipal de Alcântaras - PMA","Água e Esgoto; Res Sólidos","Atende integralmente",4,279,NA,1953,1,2374,12,NA,NA,NA,NA,NA,2069,2069,6,227,470,442,106079,214,0,216,NA
230060,"Altaneira","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","Atende integralmente",7,302,NA,2541,0,2550,1314,NA,NA,NA,NA,NA,2047,2049,4,876,1019,947,227279,242,0,216,NA
230070,"Alto Santo","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","Atende integralmente",1,342,NA,2177,0,2177,1340,NA,NA,NA,NA,NA,240,240,7,319,623,606,145439,252,2,240,NA
230080,"Antonina do Norte","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","Atende integralmente",1,9,NA,6758,0,3433,66,NA,NA,NA,NA,NA,3172,3172,2,56,775,732,71038,341,17,344,NA
230090,"Apuiarés","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23009040] PREFEITURA MUNICIPA DE APUIARES - PMA","Água; Res Sólidos","Atende integralmente",1,31,NA,2179,0,2056,553,NA,NA,NA,NA,NA,3307,3085,0,0,719,642,154079,228,29,216,NA
230110,"Aracati","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23011040] SECRETARIA DE INFRAESTRUTURA E URBANISMO - SEINFRA","Água e Esgoto; Res Sólidos","Atende integralmente",40,1514,NA,12259,8,11787,3303,NA,NA,NA,NA,NA,7272,7272,6,360,8530,8284,1988159,1244,17,1765,NA
230120,"Aracoiaba","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","Atende integralmente",12,1155,NA,6396,6,12843,4101,NA,NA,NA,NA,NA,3963,3531,6,228,2298,2198,485999,302,10,324,NA
230125,"Ararendá","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23012540] Prefeitura Municipal de Ararendá - PMA","Água; Res Sólidos","Atende integralmente",3,49,NA,480,0,469,43,NA,NA,NA,NA,NA,216,216,0,0,322,313,75119,224,0,216,NA
230130,"Araripe","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23013040] Prefeitura Municipal de Araripe - PMA","Água; Res Sólidos","Atende integralmente",8,155,NA,8780,0,4890,4372,NA,NA,NA,NA,NA,4352,4352,5,152,1060,1009,242159,703,50,712,NA
230140,"Aratuba","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23014040] Prefeitura Municipal de Aratuba - PMA","Água e Esgoto; Res Sólidos","Atende integralmente",0,0,NA,835,0,199,0,NA,NA,NA,NA,NA,485,485,8,1542,396,371,89039,199,2,216,NA
230150,"Arneiroz","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","Atende integralmente",3,301,NA,7445,0,3961,3905,NA,NA,NA,NA,NA,2728,2728,2,3320,171,152,36479,221,106,224,NA
230160,"Assaré","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","Atende integralmente",1,78,NA,8164,0,4239,3991,NA,NA,NA,NA,NA,4205,4205,0,0,1477,1434,344159,343,35,344,NA
230170,"Aurora","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23017040] PREFEITURTA MUNICIPAL DE AURORA CEARA - PMA","Água e Esgoto; Res Sólidos","Atende integralmente",3,92,NA,5562,4,5335,1677,NA,NA,NA,NA,NA,5336,5340,21,437,2285,2206,529439,578,2,528,NA
230180,"Baixio","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","Atende integralmente",1,48,NA,967,0,967,9,NA,NA,NA,NA,NA,216,218,0,0,186,161,38639,243,11,216,NA
230185,"Banabuiú","CE",2015,"[23018511] Serviço Autônomo de Água e Esgoto - SAAE","Água","",15,100,2200,4500,15,4500,0,NA,NA,NA,NA,NA,4320,4320,100,100,720,70,30,432,20,432,NA
230190,"Barbalha","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","Atende integralmente",24,1104,NA,5637,6,1329,5,NA,NA,NA,NA,NA,1248,1250,0,0,6392,5880,1411199,1279,3,1248,NA
230195,"Barreira","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23019540] Secretaria da Infraestrutura e Controle Urbano - SEINCO","Água e Esgoto; Res Sólidos","Atende integralmente",42,1023,NA,177,0,177,10,NA,NA,NA,NA,NA,216,216,6,116,1592,1212,8158,177,12,216,NA
230200,"Barro","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","Atende integralmente",8,312,NA,4013,0,4013,994,NA,NA,NA,NA,NA,2047,2051,7,405,2001,1901,456239,810,5,756,NA
230210,"Baturité","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23021040] SECRETARIA DE INFRAESTRUTURA E URBANISMO - SEINFRA","Água e Esgoto; Res Sólidos","Atende integralmente",13,324,NA,467,0,467,21,NA,NA,NA,NA,NA,492,492,0,0,4916,3886,932639,513,19,540,NA
230240,"Boa Viagem","CE",2015,"[23024011] Serviço Autônomo de Água e Esgoto - SAAE; [23024012] Prefeitura Municipal de Boa Viagem - PMBV; [23024040] Prefeitura Municipal - PMBV","Água; Esgoto; Res Sólidos","",9,92,79812,7312,415,1535,821,NA,NA,NA,NA,NA,15780,15780,365,4380,30852,30852,NA,235,142,450,NA
230250,"Brejo Santo","CE",2015,"[23025040] SECRATARIA DE INFRAESTUTURA E URBANISMO - SEINFRA","Res Sólidos","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230270,"Campos Sales","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","Atende integralmente",33,2598,NA,6138,0,3968,3929,NA,NA,NA,NA,NA,3900,3900,0,0,2528,2323,451766,414,75,416,NA
230280,"Canindé","CE",2015,"[23028011] Serviço Autônomo de Água e Esgoto de Canindé - SAAE; [23028040] SECRETARIA DE INFRAESTRUTURA E DESENVOLVIMENTO URBANO - SEINFRA","Água e Esgoto; Res Sólidos","",0,0,0,3840,0,3840,368,0,0,3424599,NA,NA,4320,4320,243,24,7413,7413,2920,484,0,816,NA
230290,"Capistrano","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","Atende integralmente",3,59,NA,4055,47,4056,4005,NA,NA,NA,NA,NA,3962,3958,4,137,932,881,31189,241,2,216,NA
230300,"Caridade","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23030040] Prefeitura Municipal de Caridade - PMC","Água; Res Sólidos","Atende integralmente",22,551,NA,3585,12,3619,3139,NA,NA,NA,NA,NA,3404,3401,7,167,604,568,29931,234,43,226,NA
230310,"Cariré","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23031040] PREFEITURA MUNICIPAL DE CARIRÉ - PMC","Água; Res Sólidos","Atende integralmente",5,111,NA,246,0,245,59,NA,NA,NA,NA,NA,252,252,1,7,1454,1443,112737,244,1,252,NA
230320,"Caririaçu","CE",2015,"[23032011] Serviço Autônomo de Água e Esgoto - SAMAE","Água","",30,180,3800,2880,870,12,1,NA,NA,NA,NA,NA,2880,2880,15,90,160,120,70,12,1,516,NA
230330,"Cariús","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","Atende integralmente",1,120,NA,836,0,836,568,NA,NA,NA,NA,NA,216,216,0,0,787,744,88497,224,9,224,NA
230340,"Carnaubal","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23034040] PREFEITURA DE CARNAUBAL / SECRETARIA DE INFRAESTRUTURA E SERVIÇOS PÚBLICOS - SEINFRA","Água; Res Sólidos","Atende integralmente",31,1291,NA,396,0,396,3,NA,NA,NA,NA,NA,396,396,6,402,1900,1880,42528,398,26,396,NA
230360,"Catarina","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23036040] PREFEITURA MUNICIPAL DE CATARINA - PMC","Água e Esgoto; Res Sólidos","Atende integralmente",2,117,NA,4662,0,4065,3854,NA,NA,NA,NA,NA,2973,2973,3,135,1255,1189,60059,317,62,320,NA
230365,"Catunda","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","Atende integralmente",4,112,NA,2035,1,1872,1538,NA,NA,NA,NA,NA,2314,2314,4,159,509,495,13055,224,0,216,NA
230370,"Caucaia","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","Atende integralmente",149,18612,NA,11343,4,10647,50,NA,NA,NA,NA,NA,10368,10368,21,2266,28393,24656,2359039,2240,35,1920,NA
230380,"Cedro","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","Atende integralmente",2,21,NA,6497,14,6502,2849,NA,NA,NA,NA,NA,8400,8403,27,3839,2565,2495,469307,634,11,600,NA
230393,"Choró","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","Atende integralmente",6,124,NA,3345,0,3340,3143,NA,NA,NA,NA,NA,2647,2745,0,0,2550,2515,603599,252,30,216,NA
230395,"Chorozinho","CE",2015,"[23039511] Prefeitura Municipal de Chorozinho - PMC; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23039540] Secretaria de Planejamento e Desenvolvimento Urbano - SPDU","Esgoto; Água; Res Sólidos","Atende integralmente",6,394,NA,120,0,120,2,NA,NA,NA,NA,NA,120,120,4,371,1801,1718,NA,120,13,120,NA
230400,"Coreaú","CE",2015,"[23040011] Prefeitura Municipal de Coreaú - PMC; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23040040] PREFEITURA MUNICIPAL DE COREAÚ - PMC","Esgoto; Água e Esgoto; Res Sólidos","Atende integralmente",19,564,NA,1290,14,1784,1286,NA,NA,NA,NA,NA,NA,NA,2,59,1194,1068,50847,405,58,NA,NA
230410,"Crateús","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","Atende integralmente",1,14,NA,4673,2,4651,472,NA,NA,NA,NA,NA,4645,4645,0,0,8530,8184,244033,675,7,708,NA
230420,"Crato","CE",2015,"[23042011] Sociedade Anônima de Água e Esgoto do Crato - SAAEC","Água e Esgoto","",36,432,37356,19770,57,4056,1,1878,3756,128480,NA,NA,4056,4056,2100,3351,13162,11807,35421,726,3,720,NA
230423,"Croatá","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23042340] PREFEITURA MUNICIPAL DE CROATA - PMC","Água e Esgoto; Res Sólidos","Atende integralmente",6,928,NA,247,0,248,0,NA,NA,NA,NA,NA,216,216,4,1843,744,731,24098,219,7,216,NA
230426,"Deputado Irapuan Pinheiro","CE",2015,"[23042611] Prefeitura Municipal de Deputado Irapuan Pinheiro - PMDIP; [23042640] Secretaria de Obras.  Serviços Públicos e Transportes - SOSPT","Água; Res Sólidos","",52,49,1779,18344,38,700,34,NA,NA,1798,NA,NA,700,1156,10,422,1080,1075,0.36,15,7,15,NA
230427,"Ererê","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","Atende integralmente",1,33,NA,849,0,849,65,NA,NA,NA,NA,NA,216,216,2,72,344,344,10417,232,7,216,NA
230430,"Farias Brito","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23043040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA - SEINFRA","Água; Res Sólidos","Atende integralmente",4,555,NA,2469,20,2451,504,NA,NA,NA,NA,NA,432,433,2,106,1309,1265,124481,479,11,432,NA
230435,"Forquilha","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23043540] SEINFRA - SECRETARIA DE INFRAESTRUTURA - SEINFRA","Água e Esgoto; Res Sólidos","Atende integralmente",7,389,NA,1097,0,1597,833,NA,NA,NA,NA,NA,1550,1550,3,1123,1271,1147,167095,427,52,444,NA
230450,"Frecheirinha","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23045040] Secretaria de Infra Estrutura e Meio Ambiente - Meio Ambiente","Água e Esgoto; Res Sólidos","Atende integralmente",12,166,NA,1477,2,1705,932,NA,NA,NA,NA,NA,3360,3360,13,447,999,954,78701,262,26,264,NA
230460,"General Sampaio","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23046040] Secretaria do Desenvolvimento Rural e Meio Ambiente - SEDERMA","Água; Res Sólidos","Atende integralmente",1,32,NA,2512,1,2565,1631,NA,NA,NA,NA,NA,3218,3218,0,0,459,450,80630,231,38,216,NA
230465,"Graça","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23046540] PREFEITURA MUNICIPAL DE GRAÇA - PMG","Água e Esgoto; Res Sólidos","Atende integralmente",8,816,NA,1411,6,1330,133,NA,NA,NA,NA,NA,2421,2421,7,1121,493,482,13446,396,24,432,NA
230480,"Granjeiro","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23048040] Prefeitura Municipal de Granjeiro - PMG","Água e Esgoto; Res Sólidos","Atende integralmente",0,0,NA,1853,0,1853,489,NA,NA,NA,NA,NA,1852,1854,1,8,474,421,14386,242,15,216,NA
230490,"Groaíras","CE",2015,"[23049011] Prefeitura Municipal de Groaíras - PMG; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23049040] Prefeitura Municipal de Groaíras - PMG","Esgoto; Água; Res Sólidos","Atende integralmente",6,1079,NA,275,0,274,201,50,8,NA,NA,NA,276,276,3,117,12538,12513,1599363,272,2,276,NA
230500,"Guaraciaba do Norte","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23050040] Prefeitura Municipal de Guaraciaba do Norte - PMGN","Água e Esgoto; Res Sólidos","Atende integralmente",15,398,NA,274,1,274,0,NA,NA,NA,NA,NA,276,276,4,156,2187,2116,91502,274,10,276,NA
230510,"Guaramiranga","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","Atende integralmente",0,0,NA,1569,7,421,4,NA,NA,NA,NA,NA,485,485,1,72,225,208,14814,423,5,408,NA
230520,"Hidrolândia","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","Atende integralmente",34,1190,NA,1296,95,1497,1131,NA,NA,NA,NA,NA,3309,3309,3,380,680,658,25803,426,69,432,NA
230523,"Horizonte","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23052340] SECRETARIA DE INFRA-ESTRUTURA - SEINFRA","Água e Esgoto; Res Sólidos","Atende integralmente",14,1179,NA,4933,0,55610,47819,NA,NA,NA,NA,NA,4960,4960,9,682,11059,10264,726785,662,17,720,NA
230526,"Ibaretama","CE",2015,"[23052640] Secretaria de Serviços Públicos - SSP","Res Sólidos","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230530,"Ibiapina","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23053040] PREFEITURA MUNICIPAL DE IBIAPINA - PMI","Água; Res Sólidos","Atende integralmente",9,250,NA,264,19,264,0,NA,NA,NA,NA,NA,264,264,0,0,1487,1462,53280,264,18,264,NA
230533,"Ibicuitinga","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","Atende integralmente",12,260,NA,3924,9,4050,2342,NA,NA,NA,NA,NA,4046,4042,3,51,1407,1305,80618,243,18,240,NA
230535,"Icapuí","CE",2015,"[23053511] Serviço Autônomo de Água e Esgotos de Icapuí - SAAE; [23053540] Secretaria de Obras. Serviços Publicos e Urbanismo - SecObras","Água; Res Sólidos","",6,42,438,1642,60,390,6,NA,NA,2604,NA,NA,366,2286,4,37.2,144,120,138.06,18,2,12,NA
230540,"Icó","CE",2015,"[23054011] Serviço Autônomo de Água e Esgoto - SAAE; [23054040] PREFEITURA MUNICIPAL DE ICÓ - PMI/ICÓ","Água e Esgoto; Res Sólidos","",14,84,3700,1150,185,954,391,5,40,6700,NA,NA,21890,27881,5,10,3740,3680,NA,844,43,3423,NA
230550,"Iguatu","CE",2015,"[23055011] Serviço Autônomo de Água e Esgoto de Iguatu - SAAE; [23055040] Secretaria do Meio Ambiente e Desenvolvimento Urbano - SEMURB","Água e Esgoto; Res Sólidos","",6,55,35000,1216,5,1216,6,1706,1240,35000,NA,NA,828,828,8,32,21748,20777,16758,1216,2,828,NA
