"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","IN071_AE...Economias.atingidas.por.paralisações..econ.paralis.","IN072_AE...Duração.média.das.paralisações..horas.paralis.","IN073_AE...Economias.atingidas.por.intermitências..econ.interrup.","IN074_AE...Duração.média.das.intermitências..horas.interrup.","IN075_AE...Incidência.das.análises.de.cloro.residual.fora.do.padrão..percentual.","IN076_AE...Incidência.das.análises.de.turbidez.fora.do.padrão..percentual.","IN077_AE...Duração.média.dos.reparos.de.extravasamentos.de.esgotos..horas.extrav.","IN079_AE...Índice.de.conformidade.da.quantidade.de.amostras...cloro.residual..percentual.","IN080_AE...Índice.de.conformidade.da.quantidade.de.amostras...turbidez..percentual.","IN082_AE...Extravasamentos.de.esgotos.por.extensão.de.rede..extrav.Km.","IN083_AE...Duração.média.dos.serviços.executados..hora.serviço.","IN084_AE...Incidência.das.análises.de.coliformes.totais.fora.do.padrão..percentual.","IN085_AE...Índice.de.conformidade.da.quantidade.de.amostras...coliformes.totais..percentual."
230015,"Acarapé","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",NA,31.77,NA,34.46,0,5.56,NA,91.67,91.67,NA,240,17.68,91.67
230030,"Acopiara","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23003040] Secretaria da Infraestrutura - SEINFRA","Água e Esgoto; Res Sólidos",NA,27.67,NA,53.1,0,77.69,NA,190.1,99.94,NA,82.1,5.6,98.93
230040,"Aiuaba","CE",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230050,"Alcântaras","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23005040] Prefeitura Municipal de Alcântaras - PMA","Água e Esgoto; Res Sólidos",NA,69.75,NA,37.83,0.05,0.51,NA,94.39,114.74,NA,240,0,99.07
230060,"Altaneira","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",NA,43.14,NA,219,0,51.53,NA,124.01,124.57,NA,240,0,112.04
230070,"Alto Santo","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",NA,342,NA,45.57,0,61.55,NA,907.08,907.08,NA,240,0.79,105
230080,"Antonina do Norte","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",NA,9,NA,28,0,1.92,NA,213.05,108.23,NA,97.05,4.99,99.13
230090,"Apuiarés","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23009040] PREFEITURA MUNICIPA DE APUIARES - PMA","Água; Res Sólidos",NA,31,NA,NA,0,26.9,NA,70.63,62.17,NA,240,12.72,105.56
230110,"Aracati","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23011040] SECRETARIA DE INFRAESTRUTURA E URBANISMO - SEINFRA","Água e Esgoto; Res Sólidos",NA,37.85,NA,60,0.07,28.02,NA,168.58,162.09,NA,240,1.37,70.48
230120,"Aracoiaba","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",NA,96.25,NA,38,0.09,31.93,NA,181.14,324.07,NA,221.11,3.31,93.21
230125,"Ararendá","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23012540] Prefeitura Municipal de Ararendá - PMA","Água; Res Sólidos",NA,16.33,NA,NA,0,9.17,NA,222.22,217.13,NA,240,0,103.7
230130,"Araripe","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23013040] Prefeitura Municipal de Araripe - PMA","Água; Res Sólidos",NA,19.37,NA,30.4,0,89.41,NA,201.75,112.36,NA,240,7.11,98.74
230140,"Aratuba","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23014040] Prefeitura Municipal de Aratuba - PMA","Água e Esgoto; Res Sólidos",NA,NA,NA,192.75,0,0,NA,172.16,41.03,NA,240,1.01,92.13
230150,"Arneiroz","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",NA,100.33,NA,1660,0,98.59,NA,272.91,145.2,NA,239.99,47.96,98.66
230160,"Assaré","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",NA,78,NA,NA,0,94.15,NA,194.15,100.81,NA,240,10.2,99.71
230170,"Aurora","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23017040] PREFEITURTA MUNICIPAL DE AURORA CEARA - PMA","Água e Esgoto; Res Sólidos",NA,30.67,NA,20.81,0.07,31.43,NA,104.16,99.98,NA,240,0.35,109.47
230180,"Baixio","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",NA,48,NA,NA,0,0.93,NA,443.58,447.69,NA,239.99,4.53,112.5
230185,"Banabuiú","CE",2015,"[23018511] Serviço Autônomo de Água e Esgoto - SAAE","Água",147,6.67,NA,1,0.33,0,NA,104.17,104.17,NA,0.43,4.63,100
230190,"Barbalha","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",NA,46,NA,NA,0.11,0.38,NA,450.96,106.49,NA,240,0.23,102.48
230195,"Barreira","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23019540] Secretaria da Infraestrutura e Controle Urbano - SEINCO","Água e Esgoto; Res Sólidos",NA,24.36,NA,19.33,0,5.65,NA,81.94,81.94,NA,6.73,6.78,81.94
230200,"Barro","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",NA,39,NA,57.86,0,24.77,NA,195.66,196.04,NA,240,0.62,107.14
230210,"Baturité","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23021040] SECRETARIA DE INFRAESTRUTURA E URBANISMO - SEINFRA","Água e Esgoto; Res Sólidos",NA,24.92,NA,NA,0,4.5,NA,94.92,94.92,NA,240,3.7,95
230240,"Boa Viagem","CE",2015,"[23024011] Serviço Autônomo de Água e Esgoto - SAAE; [23024012] Prefeitura Municipal de Boa Viagem - PMBV; [23024040] Prefeitura Municipal - PMBV","Água; Esgoto; Res Sólidos",8868,10.22,NA,12,5.68,53.49,NA,46.34,9.73,NA,NA,60.43,52.22
230250,"Brejo Santo","CE",2015,"[23025040] SECRATARIA DE INFRAESTUTURA E URBANISMO - SEINFRA","Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230270,"Campos Sales","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",NA,78.73,NA,NA,0,99.02,NA,157.38,101.74,NA,194.48,18.12,99.52
230280,"Canindé","CE",2015,"[23028011] Serviço Autônomo de Água e Esgoto de Canindé - SAAE; [23028040] SECRETARIA DE INFRAESTRUTURA E DESENVOLVIMENTO URBANO - SEINFRA","Água e Esgoto; Res Sólidos",NA,NA,14093,0.1,0,9.58,NA,88.89,88.89,0,0.39,0,59.31
230290,"Capistrano","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",NA,19.67,NA,34.25,1.16,98.74,NA,102.45,102.37,NA,35.4,0.83,111.57
230300,"Caridade","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23030040] Prefeitura Municipal de Caridade - PMC","Água; Res Sólidos",NA,25.05,NA,23.86,0.33,86.74,NA,105.41,106.32,NA,52.7,18.38,103.54
230310,"Cariré","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23031040] PREFEITURA MUNICIPAL DE CARIRÉ - PMC","Água; Res Sólidos",NA,22.2,NA,7,0,24.08,NA,97.62,97.22,NA,78.13,0.41,96.83
230320,"Caririaçu","CE",2015,"[23032011] Serviço Autônomo de Água e Esgoto - SAMAE","Água",127,6,NA,6,30.21,8.33,NA,100,0.42,NA,0.58,8.33,2.33
230330,"Cariús","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",NA,120,NA,NA,0,67.94,NA,387.04,387.04,NA,118.95,4.02,100
230340,"Carnaubal","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23034040] PREFEITURA DE CARNAUBAL / SECRETARIA DE INFRAESTRUTURA E SERVIÇOS PÚBLICOS - SEINFRA","Água; Res Sólidos",NA,41.65,NA,67,0,0.76,NA,100,100,NA,22.62,6.53,100.51
230360,"Catarina","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23036040] PREFEITURA MUNICIPAL DE CATARINA - PMC","Água e Esgoto; Res Sólidos",NA,58.5,NA,45,0,94.81,NA,156.81,136.73,NA,50.51,19.56,99.06
230365,"Catunda","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",NA,28,NA,39.75,0.05,82.16,NA,87.94,80.9,NA,26.37,0,103.7
230370,"Caucaia","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",NA,124.91,NA,107.9,0.04,0.47,NA,109.4,102.69,NA,95.68,1.56,116.67
230380,"Cedro","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",NA,10.5,NA,142.19,0.22,43.82,NA,77.32,77.4,NA,188.1,1.74,105.67
230393,"Choró","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",NA,20.67,NA,NA,0,94.1,NA,121.86,126.18,NA,240,11.9,116.67
230395,"Chorozinho","CE",2015,"[23039511] Prefeitura Municipal de Chorozinho - PMC; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23039540] Secretaria de Planejamento e Desenvolvimento Urbano - SPDU","Esgoto; Água; Res Sólidos",NA,65.67,NA,92.75,0,1.67,NA,100,100,NA,NA,10.83,100
230400,"Coreaú","CE",2015,"[23040011] Prefeitura Municipal de Coreaú - PMC; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23040040] PREFEITURA MUNICIPAL DE COREAÚ - PMC","Esgoto; Água e Esgoto; Res Sólidos",NA,29.68,NA,29.5,1.09,72.09,NA,NA,NA,NA,47.61,14.32,NA
230410,"Crateús","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",NA,14,NA,NA,0.04,10.15,NA,100.6,100.13,NA,29.82,1.04,95.34
230420,"Crato","CE",2015,"[23042011] Sociedade Anônima de Água e Esgoto do Crato - SAAEC","Água e Esgoto",1038,12,61,1.6,0.29,0.02,2,487.43,100,18.41,3,0.41,100.83
230423,"Croatá","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23042340] PREFEITURA MUNICIPAL DE CROATA - PMC","Água e Esgoto; Res Sólidos",NA,154.67,NA,460.75,0,0,NA,114.35,114.81,NA,32.97,3.2,101.39
230426,"Deputado Irapuan Pinheiro","CE",2015,"[23042611] Prefeitura Municipal de Deputado Irapuan Pinheiro - PMDIP; [23042640] Secretaria de Obras.  Serviços Públicos e Transportes - SOSPT","Água; Res Sólidos",34,0.94,180,42.2,0.21,4.86,NA,1586.85,100,NA,0,46.67,100
230427,"Ererê","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",NA,33,NA,36,0,7.66,NA,393.06,393.06,NA,30.28,3.02,107.41
230430,"Farias Brito","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23043040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA - SEINFRA","Água; Res Sólidos",NA,138.75,NA,53,0.81,20.56,NA,570.21,567.36,NA,98.4,2.3,110.88
230435,"Forquilha","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23043540] SEINFRA - SECRETARIA DE INFRAESTRUTURA - SEINFRA","Água e Esgoto; Res Sólidos",NA,55.57,NA,374.33,0,52.16,NA,70.77,103.03,NA,145.68,12.18,96.17
230450,"Frecheirinha","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23045040] Secretaria de Infra Estrutura e Meio Ambiente - Meio Ambiente","Água e Esgoto; Res Sólidos",NA,13.83,NA,34.38,0.14,54.66,NA,43.96,50.74,NA,82.5,9.92,99.24
230460,"General Sampaio","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23046040] Secretaria do Desenvolvimento Rural e Meio Ambiente - SEDERMA","Água; Res Sólidos",NA,32,NA,NA,0.04,63.59,NA,78.06,79.71,NA,179.18,16.45,106.94
230465,"Graça","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23046540] PREFEITURA MUNICIPAL DE GRAÇA - PMG","Água e Esgoto; Res Sólidos",NA,102,NA,160.14,0.43,10,NA,58.28,54.94,NA,27.9,6.06,91.67
230480,"Granjeiro","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23048040] Prefeitura Municipal de Granjeiro - PMG","Água e Esgoto; Res Sólidos",NA,NA,NA,8,0,26.39,NA,99.95,100.05,NA,34.17,6.2,112.04
230490,"Groaíras","CE",2015,"[23049011] Prefeitura Municipal de Groaíras - PMG; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23049040] Prefeitura Municipal de Groaíras - PMG","Esgoto; Água; Res Sólidos",NA,179.83,NA,39,0,73.36,0.16,99.64,99.28,2.27,127.82,0.74,98.55
230500,"Guaraciaba do Norte","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23050040] Prefeitura Municipal de Guaraciaba do Norte - PMGN","Água e Esgoto; Res Sólidos",NA,26.53,NA,39,0.36,0,NA,99.28,99.28,NA,43.24,3.65,99.28
230510,"Guaramiranga","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",NA,NA,NA,72,0.45,0.95,NA,323.51,86.8,NA,71.22,1.18,103.68
230520,"Hidrolândia","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",NA,35,NA,126.67,7.33,75.55,NA,39.17,45.24,NA,39.21,16.2,98.61
230523,"Horizonte","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23052340] SECRETARIA DE INFRA-ESTRUTURA - SEINFRA","Água e Esgoto; Res Sólidos",NA,84.21,NA,75.78,0,85.99,NA,99.46,1121.17,NA,70.81,2.57,91.94
230526,"Ibaretama","CE",2015,"[23052640] Secretaria de Serviços Públicos - SSP","Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230530,"Ibiapina","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23053040] PREFEITURA MUNICIPAL DE IBIAPINA - PMI","Água; Res Sólidos",NA,27.78,NA,NA,7.2,0,NA,100,100,NA,36.44,6.82,100
230533,"Ibicuitinga","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",NA,21.67,NA,17,0.23,57.83,NA,97.08,100.1,NA,61.78,7.41,101.25
230535,"Icapuí","CE",2015,"[23053511] Serviço Autônomo de Água e Esgotos de Icapuí - SAAE; [23053540] Secretaria de Obras. Serviços Publicos e Urbanismo - SecObras","Água; Res Sólidos",73,7,651,9.3,3.65,1.54,NA,71.83,106.56,NA,1.15,11.11,150
230540,"Icó","CE",2015,"[23054011] Serviço Autônomo de Água e Esgoto - SAAE; [23054040] PREFEITURA MUNICIPAL DE ICÓ - PMI/ICÓ","Água e Esgoto; Res Sólidos",264,6,1340,2,16.09,40.99,8,4.12,4.36,0.1,NA,5.09,24.66
230550,"Iguatu","CE",2015,"[23055011] Serviço Autônomo de Água e Esgoto de Iguatu - SAAE; [23055040] Secretaria do Meio Ambiente e Desenvolvimento Urbano - SEMURB","Água e Esgoto; Res Sólidos",5833,9.17,4375,4,0.41,0.49,0.73,146.86,146.86,55.03,0.81,0.16,146.86
230560,"Independência","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",NA,24,NA,70,0.27,93.51,NA,101.57,101.21,NA,14.97,13.76,97.32
230565,"Ipaporanga","CE",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230570,"Ipaumirim","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23057040] PREFEITURA MUNICIPAL DE IPAUMIRIM - PMI","Água; Res Sólidos",NA,NA,NA,58,0.04,12.62,NA,475.56,463.83,NA,240,0.51,110.61
230580,"Ipu","CE",2015,"[23058040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA - SEINFRA","Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230590,"Ipueiras","CE",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230600,"Iracema","CE",2015,"[23060011] Prefeitura Municipal de Iracema - PMI; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23060040] PREFEITURA MUNICIPAL DE IRACEMA - PMI","Esgoto; Água; Res Sólidos",NA,113.89,NA,760,0.63,95.62,3,92.51,92.58,1.2,237.23,23.08,56.13
230610,"Irauçuba","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23061040] SECRETARIA DE INFRAESTRUTURA - SEINFRA","Água; Res Sólidos",NA,31.56,NA,NA,0,99.29,NA,73.85,67.36,NA,54.44,0,47.7
230620,"Itaiçaba","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23062040] PREFEITURA MUNICIPAL DE ITAIÇABA-SECRETARIA DE INFRAESTRUTURA - PMI-SEINFRA","Água; Res Sólidos",NA,17.87,NA,NA,0.06,11.62,NA,70.88,124.82,NA,240,3.51,51.94
230630,"Itapagé","CE",2015,"[23063011] Serviço Autônomo de Água e Esgoto - SAAE","Água e Esgoto",NA,6.09,NA,5.5,0,0,5.62,100,100,4,5.89,0,100
230640,"Itapipoca","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23064040] PREFEITURA DE ITAPIPOCA - PMI","Água e Esgoto; Res Sólidos",NA,71.47,NA,79.25,0.28,85.09,NA,9.19,88.6,NA,152.17,8.48,79.06
230650,"Itapiúna","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23065040] SECRETARIA DE OBRAS INFRAESTRUTURA E CONTROLE URBANO - SOICU","Água; Res Sólidos",NA,13.75,NA,22,0.02,95.96,NA,106.19,105.41,NA,33.5,5.48,111.94
230660,"Itatira","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23066040] Secretaria Municipal de Infra Estrutura e Urbanismo S - SMIU","Água; Res Sólidos",NA,NA,NA,NA,0,13.19,NA,237.91,235.19,NA,240,1.2,116.2
230670,"Jaguaretama","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23067040] Prefeitura Municipal de Jaguaretama - PMJ","Água e Esgoto; Res Sólidos",NA,71.12,NA,24.5,0.05,80.37,NA,104.66,104.55,NA,22.72,3.1,93.48
230680,"Jaguaribara","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",NA,22.14,NA,NA,0,0.04,NA,198.18,198.18,NA,240,0.3,49.92
230690,"Jaguaribe","CE",2015,"[23069011] Serviço Autônomo de Água e Esgoto - SAAE; [23069040] Secretaria da Cidade e Infraestrutura - SEINFRA","Água e Esgoto; Res Sólidos",111,6.73,1001,9.2,5.66,1.48,9,98.64,19.1,0.11,0.43,26.76,76.31
230700,"Jaguaruana","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",NA,12.5,NA,NA,0.02,46.34,NA,100.04,99.55,NA,66.85,2.66,56.94
230710,"Jardim","CE",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230720,"Jati","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23072040] Prefeitura Municipal de Jati - PMJ","Água; Res Sólidos",NA,98.67,NA,NA,1.04,0.63,NA,357.94,368.52,NA,217.98,1.28,108.33
230730,"Juazeiro do Norte","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23073040] Autarquia de Meio Ambiente de Juazeiro do Norte - AMAJU","Água e Esgoto; Res Sólidos",NA,27.86,NA,12.57,0.79,15.16,NA,902.31,97.94,NA,141.72,1.01,100.12
230740,"Jucás","CE",2015,"[23074011] Serviço Autônomo de Água e Esgoto - SAAE","Água e Esgoto",400,3.6,444,3.67,0.47,3.75,7,100,50,0.2,2.11,5.81,86.11
230750,"Lavras da Mangabeira","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",NA,32.62,NA,NA,0.05,48.26,NA,116.99,117.43,NA,58.87,0.8,112.61
230760,"Limoeiro do Norte","CE",2015,"[23076011] Serviço Autônomo de Água e Esgoto - SAAE","Água e Esgoto",558,6.86,977,3.25,10.58,0.21,0.67,144.3,229.25,0.04,3.07,4.28,20.34
230763,"Madalena","CE",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230770,"Maranguape","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",NA,54.83,NA,85.86,0.1,0.07,NA,100.28,530.54,NA,163.14,1.28,100.51
230800,"Massapê","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23080040] SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE - SEIMA","Água e Esgoto; Res Sólidos",NA,58.33,NA,NA,0.32,52.34,NA,52.78,67.45,NA,79.13,1.57,98.46
230810,"Mauriti","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23081040] PREFEITURA MUNICIPAL DE MAURITI - PMM","Água e Esgoto; Res Sólidos",NA,73.83,NA,NA,0.95,0.06,NA,424.37,424.37,NA,240,1.09,104.55
230820,"Meruoca","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",NA,31.14,NA,NA,0,1.75,NA,77.84,89.82,NA,101.8,0.93,99.54
230830,"Milagres","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",NA,77.82,NA,135,0,0.53,NA,305.16,302.56,NA,32.79,0,105.45
230835,"Milhã","CE",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230837,"Miraíma","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",NA,11.37,NA,NA,0,56.64,NA,90.13,97.86,NA,43.3,4.6,105.79
230840,"Missão Velha","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",NA,17.97,NA,NA,1.45,34.32,NA,797.93,840.21,NA,191.32,1.4,104.17
230850,"Mombaça","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23085040] PREFEITURA MUNICIPAL DE MOMBAÇA - PMM","Água; Res Sólidos",NA,17.9,NA,NA,0.88,96.53,NA,111.89,113.48,NA,38.42,6.97,107.02
230860,"Monsenhor Tabosa","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",NA,21.4,NA,19.67,0,94.72,NA,103.94,102.5,NA,53.53,6.51,102.33
230870,"Morada Nova","CE",2015,"[23087011] Serviço de Autônomo de Água e Esgoto - SAAE","Água e Esgoto",6000,7,400,7.5,1.43,3.65,NA,86,14.38,0,NA,3.09,24.25
230900,"Mucambo","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",NA,69.31,NA,51,0.8,51.01,NA,59.68,40.1,NA,35.8,1.36,98.33
230910,"Mulungu","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23091040] Prefeitura Municipal de Mulungu - PMM","Água e Esgoto; Res Sólidos",NA,37,NA,431.69,0,13.21,NA,412.4,98.55,NA,27.57,1.2,99.4
230920,"Nova Olinda","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23092040] Secretaria de Serviço Publicos - SSP","Água; Res Sólidos",NA,88,NA,NA,0.07,0.03,NA,553.01,551.14,NA,240,0,108.33
230930,"Nova Russas","CE",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230940,"Novo Oriente","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23094040] Secretaria de Obras e Infraestrutura - SOI","Água e Esgoto; Res Sólidos",NA,36.08,NA,239.64,0.47,92.74,NA,113.48,113.27,NA,42.06,9.24,102.22
230945,"Ocara","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23094540] SECRETARIA DE INFRAESTRUTURA E DESENVOLVIMENTO URBANO - SEMID","Água e Esgoto; Res Sólidos",NA,21.47,NA,NA,0.12,59.44,NA,115.2,104.74,NA,56.1,2.09,108.71
230950,"Orós","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",NA,32.24,NA,26.5,0,27.08,NA,119.3,76.81,NA,39.58,7.25,100.77
230960,"Pacajus","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",NA,30.6,NA,NA,0,1.98,NA,92.5,92.5,NA,153.01,1.98,92.5
230980,"Pacoti","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",NA,106.33,NA,NA,0,49.4,NA,467.01,1246.8,NA,81.29,0.77,75
230990,"Pacujá","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",NA,40.2,NA,NA,0,19.63,NA,74.47,69.23,NA,47.92,1.41,98.61
231000,"Palhano","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23100040] PREFEITURA MUNICIPAL DE PALHANO - PMP","Água; Res Sólidos",NA,21.4,NA,NA,0,2.14,NA,117.26,117.34,NA,29.13,0.44,42.41
231010,"Palmácia","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",NA,83,NA,NA,0,34.54,NA,173.4,102.68,NA,50.92,9.26,104.96
231030,"Parambu","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23103040] Secretaria de Infraestrutura e Desenvolvimento Econômico - SEINFRA","Água; Res Sólidos",NA,35.4,NA,28,0,98.35,NA,175.38,92.8,NA,189.67,15.65,97.14
231040,"Paramoti","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23104040] Secretaria de Desenvolvimento Agrário e Meio Ambiente - SEDAMA","Água e Esgoto; Res Sólidos",NA,37.8,NA,NA,0.04,12.34,NA,86.1,89.57,NA,58.61,8.5,102.92
231050,"Pedra Branca","CE",2015,"[23105011] Serviço Autônomo de Água e Esgoto - SAAE; [23105040] SECRETARIA DE DESENVOLVIMENTO URBANO E MEIO AMBIENTE - SEDUMA","Água; Res Sólidos",369,12,18,24,25.11,70,NA,8.75,2.35,NA,2,27.69,19.7
231060,"Penaforte","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",NA,32.6,NA,NA,2.06,0.08,NA,506.67,507.08,NA,72.21,1.52,109.58
231070,"Pentecoste","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23107040] PREFEITURA MUNICÍPAL DE PENTECOSTE - PMP","Água; Res Sólidos",NA,57.07,NA,57.33,0,95.35,NA,108.74,114.82,NA,240,16.84,105.38
231080,"Pereiro","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",NA,NA,NA,455.5,0.15,73.58,NA,118.55,119.14,NA,240,10.98,69.84
