"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","IN001_AE...Densidade.de.economias.de.água.por.ligação..econ.lig.","IN009_AE...Índice.de.hidrometração..percentual.","IN010_AE...Índice.de.micromedição.relativo.ao.volume.disponibilizado..percentual.","IN011_AE...Índice.de.macromedição..percentual.","IN013_AE...Índice.de.perdas.faturamento..percentual.","IN014_AE...Consumo.micromedido.por.economia..m..mês.econ.","IN017_AE...Consumo.de.água.faturado.por.economia..m..mês.econ.","IN020_AE...Extensão.da.rede.de.água.por.ligação..m.lig.","IN022_AE...Consumo.médio.percapita.de.água..l.hab.dia.","IN023_AE...Índice.de.atendimento.urbano.de.água..percentual.","IN025_AE...Volume.de.água.disponibilizado.por.economia..m..mês.econ.","IN028_AE...Índice.de.faturamento.de.água..percentual.","IN043_AE...Participação.das.economias.residenciais.de.água.no.total.das.economias.de.água..percentual.","IN044_AE...Índice.de.micromedição.relativo.ao.consumo..percentual.","IN049_AE...Índice.de.perdas.na.distribuição..percentual.","IN050_AE...Índice.bruto.de.perdas.lineares..m..dia.Km.","IN051_AE...Índice.de.perdas.por.ligação..l.dia.lig.","IN052_AE...Índice.de.consumo.de.água..percentual.","IN053_AE...Consumo.médio.de.água.por.economia..m..mês.econ.","IN055_AE...Índice.de.atendimento.total.de.água..percentual.","IN057_AE...Índice.de.fluoretação.de.água..percentual.","IN058_AE...Índice.de.consumo.de.energia.elétrica.em.sistemas.de.abastecimento.de.água..kWh.m.."
220870,"Redenção do Gurguéia","PI",2015,"[22087011] Prefeitura Municipal de Redenção do Gurguéia - PMRG; [22087040] Prefeitura Municipal de Redenção do Gurguéia - PMRG","Esgoto; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220887,"Ribeira do Piauí","PI",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220900,"Rio Grande do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",1.01,82.9,55.13,0,11.01,9.4,12.6,7.4,123.2,97.5,14.2,88.99,95.67,70.91,22.25,11.27,104.58,77.75,11,75.38,0,0.93
220910,"Santa Cruz do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",1.01,89.74,38.42,0,39.11,8.5,12.1,5.7,108.9,97.5,19.9,60.89,94.71,74.6,48.51,48.15,319.68,51.49,10.2,79.42,0,0.79
220915,"Santa Cruz dos Milagres","PI",2015,"[22091511] Prefeitura Municipal de Santa Cruz dos Milagres - PMSCM; [22091540] SECRETARIA DE AGRICULTURA - SA","Água; Res Sólidos",1,100,82.96,82.96,17.04,9.8,9.8,13.5,107,100,11.8,82.96,100,100,17.04,4.24,65.83,82.96,9.8,100,82.96,0.51
220930,"Santa Luz","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",1.02,73.91,32.36,0,33.03,8,12.2,8,99.4,97.5,18.2,66.97,94.07,58.45,44.63,28.08,272.84,55.37,10.1,62.74,0,0.76
220935,"Santana do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",1,98.31,52.46,0,36.83,10.5,12.4,9.5,123.9,97.5,19.6,63.17,94.86,96.35,45.55,27.66,294.32,54.45,10.7,46.19,0,1.41
220937,"Santa Rosa do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22093740] Prefeitura Municipal de Santa Rosa do Piauí - PMSR","Água; Res Sólidos",1.02,100,65.51,0,20.06,9.8,12,10,115.9,97.5,15,79.94,92.67,97.04,32.5,13.78,163.27,67.5,10.1,89.96,0,0.48
220940,"Santo Antônio de Lisboa","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",1.02,98.72,47.98,0,38.78,9.5,11.9,7.5,105.9,97.5,19.5,61.22,94.45,94.7,49.34,36.73,322.15,50.66,9.9,69.12,0,0.53
220950,"Santo Inácio do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",1.01,100,61.05,0,20.27,9.3,12.1,6.7,121.5,97.5,15.2,79.73,95.33,94.16,35.16,22.43,176.21,64.84,9.8,81.64,0,0.6
220955,"São Braz do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",1,100,50.46,0,22.47,7.5,11.5,7.2,74.9,34.3,16,77.53,89.81,95.25,47.02,10.4,228.75,52.98,7.8,8.12,0,0.73
220965,"São Francisco de Assis do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22096540] PREFEITURA MUNICIPAL DE SÃO FRANCISCO DE ASSIS DO PIAUÍ - PMSFA","Água; Res Sólidos",1.02,94.62,53.81,0,14.68,7.7,11.6,8,115,97.5,13.5,85.32,94.41,82.99,35.16,17.12,158.84,64.84,8.8,35.64,0,2.98
220970,"São Francisco do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",1,99.67,70.27,0,-6.59,7.9,11.9,18.8,100.1,97.5,11.2,106.59,96.61,87.43,19.63,3.17,72.08,80.37,9,39.37,0,0.44
220985,"São João da Canabrava","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22098540] PREFEITURA MUNICIPAL DE SAO JOAO DA CANABRAVA - PMSJC","Água; Res Sólidos",1.01,90.05,39.62,0,26.24,7.1,11.9,6.2,123,97.5,16.1,73.76,94.2,66.58,40.48,28.6,215.31,59.52,9.6,50.19,0,0.87
220987,"São João da Fronteira","PI",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220990,"São João da Serra","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",1.01,96.14,46.3,0,34.7,8.7,11.6,10.6,108.4,97.5,17.8,65.3,95.42,89.64,48.35,23.11,286.52,51.65,9.2,75.73,0,0.5
220995,"São João da Varjota","PI",2015,"[22099511] Prefeitura Municipal de São João da Varjota - PMSJV; [22099540] SECRETARIA DE SAÚDE - SSSV","Água; Res Sólidos",1.13,0,0,0,100,NA,0,28,86.7,98,12.5,0,NA,0,50,3.16,233.1,50,6.3,99.81,0,0.13
221000,"São João do Piauí","PI",2015,"[22100011] Prefeitura Municipal de São João do Piauí - PMSJP; [22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Esgoto; Água",1.02,98.27,30.97,100,32.14,5.9,12.7,9.8,118.7,97.5,19.6,67.86,92.26,54.47,43.13,22.9,270.5,56.87,10.6,86.47,0,0.75
221005,"São José do Divino","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",1.02,99.94,48.83,100,34.87,8.5,11.4,10.5,91.4,97.5,17.5,65.13,95.98,95.99,49.13,22.04,288.85,50.87,8.9,57.28,0,0.5
221010,"São José do Peixe","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",1.02,96.15,58.24,0,20.47,10.4,13.6,12.7,142.3,97.5,17.1,79.53,92.32,87.36,33.34,11.97,190.79,66.66,11.4,69.71,0,0.15
221020,"São José do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",1.03,95.44,42.02,0,35.74,7.7,11.3,16.8,115.1,97.5,17.6,64.26,94.05,79.93,47.43,14,283.04,52.57,9.2,39.09,0,1.86
221030,"São Julião","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22103040] Prefeitura MUNICIPAL DE SÃO JULIÃO - pmsj","Água; Res Sólidos",1,96.5,55.47,0,15.44,11.1,16.3,10.3,127.4,97.5,20,84.56,95.63,88.98,37.66,14.08,239.97,62.34,12,89.72,0,0.16
221035,"São Lourenço do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",1,99.28,54.54,100,25.02,8.4,11.5,19,109.2,97.5,16,74.98,94.21,96.19,43.3,10.08,217.94,56.7,8.7,39.42,0,1.5
221037,"São Luis do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",1,91.76,43.45,0,32.5,8.8,12.5,8.3,121.7,97.5,18.6,67.5,93.61,76.32,43.07,22.05,264.4,56.93,10.6,36.34,0,0.92
221039,"São Miguel do Fidalgo","PI",2015,"[22103940] PREFEITURA MUNICIPAL DE SÃO MIGUEL DO FIDALGO - PMSMF","Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221040,"São Miguel do Tapuio","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",1.01,89.44,57.45,0,9.39,8.6,12.2,3.9,105.2,97.5,13.4,90.61,95.06,74.23,22.61,21.35,100.69,77.39,10.4,37.86,0,0.4
221060,"São Raimundo Nonato","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22106040] DEPARTAMENTO DE LIMPEZA URBANA - DLU","Água; Res Sólidos",1.03,98,25.31,94.42,35.7,5,12.5,7.5,116.4,97.5,20.1,64.3,90.65,48.58,47.89,31.71,314.97,52.11,10.1,79.76,0,1.43
221063,"Sebastião Leal","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22106340] Prefeitura Municipal de Sebastião Leal - PMSL","Água; Res Sólidos",1.01,84.89,40.89,0,36.45,8.9,11.7,7.3,94.4,97.5,18.4,63.55,97.05,74.12,44.84,30.91,272.14,55.16,10.1,45.52,0,0.53
221070,"Simões","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",1.01,96.62,42.57,0,33.27,7.4,11.2,9.6,98,97.5,17.7,66.73,92.04,81.6,47.82,24.72,268.48,52.18,8.8,54.61,0,2.43
221080,"Simplício Mendes","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",1.02,95.74,47.83,0,31.93,9.2,12.4,8.7,114.3,97.5,18.3,68.07,91.05,85.64,44.15,26.11,270.06,55.85,10.2,69.53,0,0.75
221090,"Socorro do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",1.02,93.29,50.52,0,25.36,8.5,11.6,12.5,97.7,97.5,15.6,74.64,93.05,82.92,39.07,10.62,204.87,60.93,9.5,45.46,0,0.7
221093,"Sussuapara","PI",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221095,"Tamboril do Piauí","PI",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221097,"Tanque do Piauí","PI",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221130,"Valença do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",1.01,99.93,58.11,0,20.03,9,12.4,4.1,117.6,97.5,15.5,79.97,92.72,87.74,33.77,35.12,173.25,66.23,10.2,88.87,0,0.48
221135,"Várzea Branca","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22113540] Prefeitura Municipal de Várzea Branca - PMVB","Água; Res Sólidos",1,100,55.78,0,20.75,8,11.3,6.5,93.5,97.5,15.2,79.25,95.07,96.71,42.33,23.55,198.56,57.67,8.2,29.86,0,1.55
221150,"Vera Mendes","PI",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221160,"Vila Nova do Piauí","PI",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221170,"Wall Ferraz","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22117040] PREFEITURA MUNICIPAL DE WALL FERRAZ - PMWF","Água; Res Sólidos",1,99.82,59.51,0,24.95,9.3,11.7,6.7,112.5,97.5,15.6,75.05,96.71,99.44,40.16,23.14,205.58,59.84,9.3,41.14,0,0.56
230010,"Abaiara","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",1.01,100,72.76,0,-1.67,8.8,12.2,7.7,91.3,77.8,12,101.67,93.18,100,27.24,13.51,108.81,72.76,8.8,33.71,0,0.56
230015,"Acarapé","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",1.01,100,43.23,0,41.73,8.8,11.9,7.9,168.8,72.6,20.4,58.27,96.31,100,56.77,42.24,383.24,43.23,8.8,37.78,0,0.06
230030,"Acopiara","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23003040] Secretaria da Infraestrutura - SEINFRA","Água e Esgoto; Res Sólidos",1.02,99.95,62.11,100,8.92,8,11.7,5.6,118.9,71.9,12.8,91.08,92.48,100,37.89,27.49,162.68,62.11,8,35.47,100,1.1
230040,"Aiuaba","CE",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230050,"Alcântaras","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23005040] Prefeitura Municipal de Alcântaras - PMA","Água e Esgoto; Res Sólidos",1,100,78.07,100,-31.98,5.4,9.2,11,80.8,72.8,7,131.98,93.29,100,21.93,4.23,50.19,78.07,5.4,23.3,0,0.53
230060,"Altaneira","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",1,100,74.19,100,-29.78,6.3,11,12.8,101.9,81.5,8.5,129.78,94.91,100,25.81,5.34,71.76,74.19,6.3,58.95,100,2.02
230070,"Alto Santo","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",1.09,100,86.26,100,-9.08,10.4,13.2,7.9,77.9,69.5,12.1,109.08,90.89,100,13.74,7.25,59.64,86.26,10.4,34.16,0,1.7
230080,"Antonina do Norte","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",1.01,100,58.86,100,12.22,7.9,11.8,8.3,127.6,87.6,13.5,87.78,93.02,100,41.14,20.19,184.07,58.86,7.9,62.71,0,0.73
230090,"Apuiarés","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23009040] PREFEITURA MUNICIPA DE APUIARES - PMA","Água; Res Sólidos",1.03,100,71.22,100,-17.61,6.6,10.9,8.7,109.4,77.1,9.3,117.61,93.4,100,28.78,9.83,90.51,71.22,6.6,31.95,0,0.41
230110,"Aracati","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23011040] SECRETARIA DE INFRAESTRUTURA E URBANISMO - SEINFRA","Água e Esgoto; Res Sólidos",1.08,99.57,57.8,100,22.29,9.7,13,8.6,143.3,78,16.7,77.71,92.16,100,42.2,28.29,249.26,57.8,9.7,49.64,0,0.61
230120,"Aracoiaba","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",1,100,45.1,100,41.31,9.5,12.4,7.9,200.7,71.2,21.1,58.69,97.11,100,54.9,44.25,381.46,45.1,9.5,38.51,100,0.86
230125,"Ararendá","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23012540] Prefeitura Municipal de Ararendá - PMA","Água; Res Sólidos",1.01,100,65.22,0,34.64,7.3,7.3,10.7,113.6,68.3,11.2,65.36,93.6,99.14,34.22,11.14,126.03,65.78,7.3,31.92,0,1.03
230130,"Araripe","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23013040] Prefeitura Municipal de Araripe - PMA","Água; Res Sólidos",1.01,99.99,70.06,100,-17.81,6.4,10.7,9.5,89.2,66.8,9.1,117.81,94.57,100,29.94,8.67,90.37,70.06,6.4,41.15,100,1.9
230140,"Aratuba","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23014040] Prefeitura Municipal de Aratuba - PMA","Água e Esgoto; Res Sólidos",1.02,100,84.52,0,-31.26,6.8,10.5,8.7,83.3,87.5,8,131.26,93.64,100,15.48,4.52,41.35,84.52,6.8,28.6,0,2.07
230150,"Arneiroz","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",1.02,100,62.67,100,-4.56,6.9,11.5,12.1,86.8,80.1,11,104.56,91.55,100,37.33,10.77,137.26,62.67,6.9,40.59,0,0.9
230160,"Assaré","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",1.02,100,52.4,100,15.74,7.2,11.7,7.8,104.3,82.4,13.8,84.26,92.73,100,47.6,26.46,219.68,52.4,7.2,43.86,100,1.21
230170,"Aurora","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23017040] PREFEITURTA MUNICIPAL DE AURORA CEARA - PMA","Água e Esgoto; Res Sólidos",1.01,100,58.24,100,15.7,8.6,12.4,6.4,127.8,87.5,14.7,84.3,94.12,100,41.76,31,204.7,58.24,8.6,42.11,100,0.59
230180,"Baixio","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",1,99.96,75.03,0,-12.45,7.8,11.7,15.6,91.1,97.3,10.4,112.45,95.9,100,24.97,5.25,85.42,75.03,7.8,53.36,0,0.69
230185,"Banabuiú","CE",2015,"[23018511] Serviço Autônomo de Água e Esgoto - SAAE","Água",1,98.95,67.48,0,0.23,9.4,13.7,6.6,107.5,100,13.7,99.77,97.97,83.49,19.17,10.97,86.71,80.83,11.1,50.55,0,NA
230190,"Barbalha","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",1.01,98.37,50.12,0,34.66,11.1,14.2,6.8,115.3,85.3,21.8,65.34,94.93,100,49.88,52.14,361.62,50.12,10.9,58.62,0,0.64
230195,"Barreira","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23019540] Secretaria da Infraestrutura e Controle Urbano - SEINCO","Água e Esgoto; Res Sólidos",1.01,100,95.96,0,3.72,7.8,7.8,17.6,176,86.2,8.1,96.28,96.48,100,4.04,0.56,10.85,95.96,7.8,35.79,0,0.06
230200,"Barro","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",1.01,100,64.5,100,7.25,8.4,12.1,10,110.5,83.2,13.1,92.75,94.76,100,35.5,14.83,153.52,64.5,8.4,50.86,0,1.28
230210,"Baturité","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23021040] SECRETARIA DE INFRAESTRUTURA E URBANISMO - SEINFRA","Água e Esgoto; Res Sólidos",1.04,100,69.77,100,13.05,9.4,11.7,5.9,125.8,84.2,13.5,86.95,93.52,100,30.23,21.91,138.77,69.77,9.4,61.78,100,0.19
230240,"Boa Viagem","CE",2015,"[23024011] Serviço Autônomo de Água e Esgoto - SAAE; [23024012] Prefeitura Municipal de Boa Viagem - PMBV; [23024040] Prefeitura Municipal - PMBV","Água; Esgoto; Res Sólidos",1.01,99.59,67.93,75.26,-11.47,7.4,12.1,16.5,71,99.8,11.6,111.47,95.53,91.4,25.68,4.2,91.98,74.32,8,72.42,75.26,0.41
230250,"Brejo Santo","CE",2015,"[23025040] SECRATARIA DE INFRAESTUTURA E URBANISMO - SEINFRA","Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230270,"Campos Sales","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",1.03,98.93,66.6,100,-9.69,6.9,11.3,6.4,107,64.9,10.3,109.69,93.11,100,33.4,16.87,116.29,66.6,6.9,46.71,100,1.16
230280,"Canindé","CE",2015,"[23028011] Serviço Autônomo de Água e Esgoto de Canindé - SAAE; [23028040] SECRETARIA DE INFRAESTRUTURA E DESENVOLVIMENTO URBANO - SEINFRA","Água e Esgoto; Res Sólidos",1,59.59,36.58,0,-10.86,6,10.8,5.6,89.2,92.9,9.7,110.86,96.2,36.58,0,0,0,100,9.7,68.09,98.13,NA
230290,"Capistrano","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",1.01,100,78.48,100,-2.98,7.4,9.7,9.9,112.9,75.9,9.4,102.98,94.91,100,21.52,6.33,67.31,78.48,7.4,27.63,100,2.52
230300,"Caridade","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23030040] Prefeitura Municipal de Caridade - PMC","Água; Res Sólidos",1.02,100,60.76,100,44.73,6.4,5.9,14.2,75.8,38.6,10.6,55.27,93.07,100,39.24,9.27,139.47,60.76,6.4,22.24,100,1.37
230310,"Cariré","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23031040] PREFEITURA MUNICIPAL DE CARIRÉ - PMC","Água; Res Sólidos",1,100,63.11,100,10.16,8.7,12.3,10.7,112.8,70.1,13.7,89.84,95.13,100,36.89,14.24,166.87,63.11,8.7,31.74,100,1.01
230320,"Caririaçu","CE",2015,"[23032011] Serviço Autônomo de Água e Esgoto - SAMAE","Água",1.03,97.98,53.98,50,46.02,16.6,16.4,8.3,149.7,99.9,30.3,53.98,NA,100,46.02,54.51,474.72,53.98,16.4,57.24,0,NA
230330,"Cariús","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",1.01,100,90.1,100,-25.97,8.7,12.1,5.9,142.1,52.3,9.7,125.97,91.81,100,9.9,4.95,31.74,90.1,8.7,23.41,100,0.59
230340,"Carnaubal","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23034040] PREFEITURA DE CARNAUBAL / SECRETARIA DE INFRAESTRUTURA E SERVIÇOS PÚBLICOS - SEINFRA","Água; Res Sólidos",1,100,72.25,0,-7.81,7.6,11.3,8.2,164.1,82.8,10.5,107.81,95.69,100,27.75,10.53,95.95,72.25,7.6,39.35,100,1.56
230360,"Catarina","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23036040] PREFEITURA MUNICIPAL DE CATARINA - PMC","Água e Esgoto; Res Sólidos",1.01,100,59.81,100,3.89,6.9,11,6.8,69.5,91,11.5,96.11,94.23,100,40.19,20.72,152.42,59.81,6.9,42.38,0,2.3
230365,"Catunda","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",1,100,97.68,100,7.85,6.1,5.8,10.4,77.8,88.5,6.3,92.15,92.95,100,2.32,0.43,4.78,97.68,6.1,47.98,0,1.45
230370,"Caucaia","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",1.1,100,46.21,0,39.73,9.4,12.3,6.7,112.9,76.3,20.4,60.27,96.12,100,53.79,54.18,397.44,46.21,9.4,68.08,100,0.33
230380,"Cedro","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",1.01,100,51.52,100,25.49,8.3,12.1,9.6,123.6,79.6,16.2,74.51,94.91,100,48.48,25.57,260.05,51.52,8.3,49.17,0.1,0.71
230393,"Choró","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",1,100,68.49,100,14.64,9.6,12,9.8,122.1,73.7,14,85.36,91.76,100,31.51,14.24,145.59,68.49,9.6,21.75,100,0.73
230395,"Chorozinho","CE",2015,"[23039511] Prefeitura Municipal de Chorozinho - PMC; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23039540] Secretaria de Planejamento e Desenvolvimento Urbano - SPDU","Esgoto; Água; Res Sólidos",1.01,100,100,0,-15.45,6.1,7.1,10.8,134,54.7,6.1,115.45,96.7,100,0,0,0,100,6.1,33.07,82.86,0.77
230400,"Coreaú","CE",2015,"[23040011] Prefeitura Municipal de Coreaú - PMC; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23040040] PREFEITURA MUNICIPAL DE COREAÚ - PMC","Esgoto; Água e Esgoto; Res Sólidos",1,99.98,58.96,100,6.59,7.3,11.5,8.7,98.2,67.4,12.3,93.41,95.85,100,41.04,16.95,166.7,58.96,7.3,43.69,100,0.27
230410,"Crateús","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",1.01,100,66.6,100,6.72,7.1,9.9,7.9,101.4,76.8,10.6,93.28,93.38,100,33.4,13.49,117.94,66.6,7.1,55.51,100,0.49
230420,"Crato","CE",2015,"[23042011] Sociedade Anônima de Água e Esgoto do Crato - SAAEC","Água e Esgoto",1.14,22.11,19.13,0,22.97,20.1,15.6,7.1,151,99.2,20.3,77.03,89.63,24.84,22.97,21.55,175.16,77.03,15.6,99.03,0,NA
230423,"Croatá","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23042340] PREFEITURA MUNICIPAL DE CROATA - PMC","Água e Esgoto; Res Sólidos",1.01,100,71.65,0,-6.08,8,11.8,8.1,100.1,52.9,11.2,106.08,92.45,100,28.35,11.69,105.38,71.65,8,28.01,0,0.59
230426,"Deputado Irapuan Pinheiro","CE",2015,"[23042611] Prefeitura Municipal de Deputado Irapuan Pinheiro - PMDIP; [23042640] Secretaria de Obras.  Serviços Públicos e Transportes - SOSPT","Água; Res Sólidos",1,100,89.34,0,10.66,8.1,8.1,7.6,112.6,49.7,9.1,89.34,100,100,10.66,3.56,31.95,89.34,8.1,45.8,0,0.81
230427,"Ererê","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",1,100,76.57,0,-6.74,8.8,12.3,11,121.5,78.6,11.5,106.74,96.02,100,23.43,8.03,89.32,76.57,8.8,39.74,0,0.69
230430,"Farias Brito","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23043040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA - SEINFRA","Água; Res Sólidos",1.01,100,73.2,100,-16.07,7.1,11.3,7,120.3,64.4,9.7,116.07,94.64,100,26.8,11.97,86.3,73.2,7.1,30.08,0,1.46
230435,"Forquilha","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23043540] SEINFRA - SECRETARIA DE INFRAESTRUTURA - SEINFRA","Água e Esgoto; Res Sólidos",1.01,100,64.72,100,-3.69,6.7,10.7,6.1,80.3,87.7,10.4,103.69,95.25,100,35.28,18.95,121.38,64.72,6.7,62.25,0,0.96
230450,"Frecheirinha","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23045040] Secretaria de Infra Estrutura e Meio Ambiente - Meio Ambiente","Água e Esgoto; Res Sólidos",1.03,99.93,61.55,0,10.45,8.5,12.3,9.9,144.8,87.8,13.8,89.55,92.16,100,38.45,16.41,179.62,61.55,8.5,51.6,0,1.14
230460,"General Sampaio","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23046040] Secretaria do Desenvolvimento Rural e Meio Ambiente - SEDERMA","Água; Res Sólidos",1.02,100,70.23,100,1.22,8.5,11.9,7.5,98,98.5,12.1,98.78,91.49,100,29.77,15.67,120.7,70.23,8.5,57.77,0,0.54
230465,"Graça","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23046540] PREFEITURA MUNICIPAL DE GRAÇA - PMG","Água e Esgoto; Res Sólidos",1.01,100,94.96,100,-53.24,6.7,10.9,7.5,98.9,90.2,7.1,153.24,95.63,100,5.04,1.4,11.84,94.96,6.7,34.84,0,0.9
