"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","IN001_RS...Taxa.de.empregados.em.relação.à.população.urbana..empreg.1000.hab.","IN002_RS...Despesa.média.por.empregado.alocado.nos.serviços.do.manejo.de.rsu..R..empreg.","IN003_RS...Incidência.das.despesas.com.o.manejo.de.rsu.nas.despesas.correntes.da.prefeitura....","IN004_RS...Incidência.das.despesas.com.empresas.contratadas.para.execução.de.serviços.de.manejo.rsu.nas.despesas.com.manejo.de.rsu....","IN005_RS...Auto.suficiência.financeira.da.prefeitura.com.o.manejo.de.rsu....","IN006_RS...Despesa.per.capita.com.manejo.de.rsu.em.relação.à.população.urbana..R..hab.","IN007_RS...Incidência.de.empregados.próprios.no.total.de.empregados.no.manejo.de.rsu....","IN008_RS...Incidência.de.empregados.de.empresas.contratadas.no.total.de.empregados.no.manejo.de.rsu....","IN010_RS...Incidência.de.empregados.gerenciais.e.administrativos.no.total.de.empregados.no.manejo.de.rsu....","IN011_RS...Receita.arrecadada.per.capita.com.taxas.ou.outras.formas.de.cobrança.pela.prestação.de.serviços.de.manejo.rsu..R..habitante.ano.","IN029_AE...Índice.de.evasão.de.receitas..percentual.","IN030_AE...Margem.da.despesa.de.exploração..percentual.","IN031_AE...Margem.da.despesa.com.pessoal.próprio..percentual.","IN032_AE...Margem.da.despesa.com.pessoal.total..equivalente...percentual.","IN033_AE...Margem.do.serviço.da.divida..percentual.","IN034_AE...Margem.das.outras.despesas.de.exploração..percentual.","IN035_AE...Participação.da.despesa.com.pessoal.próprio.nas.despesas.de.exploração..percentual.","IN036_AE...Participação.da.despesa.com.pessoal.total..equivalente..nas.despesas.de.exploração..percentual.","IN037_AE...Participação.da.despesa.com.energia.elétrica.nas.despesas.de.exploração..percentual.","IN038_AE...Participação.da.despesa.com.produtos.químicos.nas.despesas.de.exploração..DEX...percentual.","IN039_AE...Participação.das.outras.despesas.nas.despesas.de.exploração..percentual.","IN040_AE...Participação.da.receita.operacional.direta.de.água.na.receita.operacional.total..percentual.","IN041_AE...Participação.da.receita.operacional.direta.de.esgoto.na.receita.operacional.total..percentual.","IN042_AE...Participação.da.receita.operacional.indireta.na.receita.operacional.total..percentual.","IN045_AE...Índice.de.produtividade..empregados.próprios.por.1000.ligações.de.água..empreg.mil.lig.","IN048_AE...Índice.de.produtividade..empregados.próprios.por.1000.ligações.de.água...esgoto..empreg.mil.lig.","IN054_AE...Dias.de.faturamento.comprometidos.com.contas.a.receber..dias.","IN060_AE...Índice.de.despesas.por.consumo.de.energia.elétrica.nos.sistemas.de.água.e.esgotos..R..kWh.","IN101_AE...Índice.de.suficiência.de.caixa..percentual.","IN102_AE...Índice.de.produtividade.de.pessoal.total..equivalente...ligações.empregados."
220665,"Morro Cabeça no Tempo","PI",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220670,"Nazaré do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.18,57.4,21.5,26.98,0,0,37.45,47.01,41.75,0,0,95.51,NA,4.49,0.97,0.97,110,0.6,126.44,817.49
220690,"Novo Oriente do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,51.29,18.82,29.48,0,0,36.7,57.47,29.96,0,0,95.56,NA,4.44,0.72,0.72,88,0.59,133.06,882.07
220700,"Oeiras","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22070040] Prefeitura Municipal - PM","Água e Esgoto; Res Sólidos",2.5,30427.21,3.13,100,NA,75.99,0,100,0,NA,-1.95,54.16,17.69,32.87,0,0,32.66,60.7,27.41,0,0,74.87,20.59,4.54,1.08,0.75,270,0.54,131.23,717.23
220720,"Padre Marcos","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.01,111.1,50.67,80.27,0,0,45.61,72.25,22.03,0,0,96.61,NA,3.39,1.9,1.9,91,0.55,75.77,332.24
220730,"Paes Landim","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22073040] Prefeitura Municipal de Paes Landim - PMPL","Água; Res Sólidos",8.81,NA,5.66,NA,NA,NA,100,0,NA,NA,3.21,113.58,58.07,74.78,0,0,51.12,65.84,28.5,0,0,95.53,NA,4.47,2.93,2.93,365,0.59,71.97,264.96
220735,"Pajeú do Piauí","PI",2015,"[22073511] Prefeitura Municipal de Pajeu do Piauí - PMPP","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.71,180.69,123.05,124.87,0,46.18,68.1,69.11,2.01,3.02,25.56,84.62,NA,15.38,4.44,4.44,287,NA,74.81,221.72
220740,"Palmeira do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.91,158.75,120.67,122.82,0,0,76.01,77.37,18.23,0,0,91.98,NA,8.02,4.11,4.11,348,0.41,63.31,238.98
220755,"Paquetá","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.73,81.2,0.61,26.67,0,0,0.75,32.84,59.39,0,0,97.33,NA,2.67,NA,NA,212,0.59,89.76,NA
220777,"Patos do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42,169.91,2.55,111.76,0,0,1.5,65.78,25.82,4.61,0,94.8,NA,5.2,NA,NA,53,0.44,53.68,NA
220780,"Paulistana","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.86,71.28,28.75,38.95,0,0,40.33,54.64,23.66,12.5,0,94.63,NA,5.37,0.91,0.91,87,0.48,122.92,813.72
220785,"Pavussu","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.04,84.17,48.88,51.17,0,0,58.08,60.79,31.47,0,0,97.41,NA,2.59,2.57,2.57,200,0.6,89.79,372.08
220790,"Pedro II","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.17,73.66,29.8,44.49,0,0,40.45,60.39,16.23,14.55,0,94.6,NA,5.4,0.9,0.9,88,0.53,95.99,745.99
220793,"Pedro Laurentino","PI",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220795,"Nova Santa Rita","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.09,66.56,1.69,21.03,0,0,2.53,31.6,58.97,0,0,98.16,NA,1.84,NA,NA,350,0.61,96.26,NA
220800,"Picos","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.24,87.41,43.68,59.78,0,0,49.98,68.39,22.17,2.21,0,84.86,12.22,2.92,2.27,1.81,145,0.49,87.29,403.48
220810,"Pimenteiras","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22081040] Prefeitura Municipal de Pimenteiras - PMP","Água; Res Sólidos",NA,NA,6.44,NA,NA,NA,NA,NA,NA,NA,-2.16,67.94,41.68,50.28,0,0,61.35,74.01,16.71,0,0,97.16,NA,2.84,1.74,1.74,52,0.63,111.04,476.08
220820,"Pio IX","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22082040] Prefeitura Municipal de Pio Ix - PMPI","Água; Res Sólidos",4.44,NA,1.45,NA,NA,NA,0,100,NA,NA,-0.83,75.06,35.22,56.16,0,0,46.93,74.82,5.42,11.13,0,94.6,NA,5.4,1.28,1.28,182,0.52,103.96,489.53
220830,"Piracuruca","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22083040] SECRETARIA MUNICIPAL DE MEIO AMBIENTE - SMMA","Água; Res Sólidos",1.93,24725.48,2.43,100,NA,47.76,0,100,2.63,NA,10.61,67.84,33.22,44.67,0,0,48.98,65.85,15.76,8.94,0,95.86,NA,4.14,1.49,1.49,144,0.44,98.21,499.66
220865,"Queimada Nova","PI",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220870,"Redenção do Gurguéia","PI",2015,"[22087011] Prefeitura Municipal de Redenção do Gurguéia - PMRG; [22087040] Prefeitura Municipal de Redenção do Gurguéia - PMRG","Esgoto; Res Sólidos",1.83,27200,1.45,44.12,NA,49.8,80,20,0,NA,NA,NA,NA,NA,NA,NA,73.15,73.15,7.67,0,19.18,NA,NA,NA,NA,20.83,NA,NA,0,48
220887,"Ribeira do Piauí","PI",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220900,"Rio Grande do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.94,65.24,34.64,40.41,0,0,53.1,61.95,28.17,0,0,95.35,NA,4.65,1.34,1.34,280,0.51,103.25,637.94
220910,"Santa Cruz do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.99,55.76,12.52,21.68,0,0,22.45,38.87,49.53,0,0,95.1,NA,4.9,0.7,0.7,151,0.57,135.39,827.33
220915,"Santa Cruz dos Milagres","PI",2015,"[22091511] Prefeitura Municipal de Santa Cruz dos Milagres - PMSCM; [22091540] SECRETARIA DE AGRICULTURA - SA","Água; Res Sólidos",2.73,NA,6.65,NA,NA,NA,0,100,NA,NA,-93.26,127.49,60.76,75.08,0,9.18,47.66,58.89,22.06,11.84,7.2,100,NA,0,2.72,2.72,NA,0.47,151.59,298.03
220930,"Santa Luz","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.18,67.46,28.62,35.37,0,0,42.43,52.44,37.63,0,0,92.93,NA,7.07,1.01,1.01,180,0.61,102.42,800.3
220935,"Santana do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.25,73.87,0.75,20.88,0,0,1.02,28.27,63.21,0,0,98.21,NA,1.79,NA,NA,184,0.59,84.99,NA
220937,"Santa Rosa do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22093740] Prefeitura Municipal de Santa Rosa do Piauí - PMSR","Água; Res Sólidos",NA,NA,4.71,NA,NA,NA,NA,NA,NA,NA,-1.35,59.97,28.35,41,0,0,47.28,68.37,21.12,0,0,97.63,NA,2.37,1.41,1.41,40,0.59,119.89,491.48
220940,"Santo Antônio de Lisboa","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.56,63.66,26.48,38.81,0,0,41.59,60.96,28.32,0,0,86.72,NA,13.28,0.75,0.75,130,0.58,130,909.33
220950,"Santo Inácio do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.04,57.94,31.88,33.32,0,0,55.01,57.51,31.41,0,0,95.48,NA,4.52,1.01,1.01,48,0.65,126.72,948.52
220955,"São Braz do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.42,210.92,1.23,169.41,0,0,0.58,80.32,9.76,6.83,0,98.07,NA,1.93,NA,NA,1075,0.5,37.18,NA
220965,"São Francisco de Assis do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22096540] PREFEITURA MUNICIPAL DE SÃO FRANCISCO DE ASSIS DO PIAUÍ - PMSFA","Água; Res Sólidos",14.81,NA,3.08,NA,NA,NA,0,100,9.09,NA,12.71,156.69,2.03,42.77,0,29.25,1.3,27.29,49.94,0,18.67,96.48,NA,3.52,NA,NA,297,0.59,49.27,NA
220970,"São Francisco do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.66,97.96,72.94,81.36,0,0,74.46,83.06,9.86,0,0,88.21,NA,11.79,2.66,2.66,147,0.61,94,336.84
220985,"São João da Canabrava","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22098540] PREFEITURA MUNICIPAL DE SAO JOAO DA CANABRAVA - PMSJC","Água; Res Sólidos",9.56,14184,3.68,0,NA,135.62,100,0,NA,NA,8.97,75.09,20.01,33.7,0,0,26.65,44.87,46.56,0,0,95.43,NA,4.57,1.28,1.28,180,0.79,93.22,462.67
220987,"São João da Fronteira","PI",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220990,"São João da Serra","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.81,72.39,43.7,53.33,0,0,60.37,73.68,17.28,0,0,94.99,NA,5.01,1.42,1.42,5,0.41,99.4,578.9
220995,"São João da Varjota","PI",2015,"[22099511] Prefeitura Municipal de São João da Varjota - PMSJV; [22099540] SECRETARIA DE SAÚDE - SSSV","Água; Res Sólidos",NA,NA,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.64,60.09,33.07,0,6.84,NA,NA,NA,1.7,1.7,NA,1.65,0,505.07
221000,"São João do Piauí","PI",2015,"[22100011] Prefeitura Municipal de São João do Piauí - PMSJP; [22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Esgoto; Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85,80.92,40.88,54.54,0,0.67,50.52,67.39,18.17,6.26,0.83,49.32,46.7,3.99,2.69,1.84,189,0.54,93.11,406.72
221005,"São José do Divino","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-34.71,89.62,36.96,55.21,0,0,41.23,61.6,29.14,0,0,92.35,NA,7.65,1.14,1.14,77,0.59,123.87,585.36
221010,"São José do Peixe","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14,76.04,63.65,64.88,0,0,83.71,85.32,5.98,0,0,92.9,NA,7.1,3.79,3.79,91,0.69,103.63,258.86
221020,"São José do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.51,121.34,56.81,65.01,0,0,46.82,53.57,41.16,0,0,95.85,NA,4.15,1.82,1.82,76,0.45,67.11,478.9
221030,"São Julião","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22103040] Prefeitura MUNICIPAL DE SÃO JULIÃO - pmsj","Água; Res Sólidos",5.08,27384.62,2.98,100,NA,139.01,0,100,7.69,NA,-11.18,113.24,32.87,94.02,0,0,29.03,83.03,3.72,7.64,0,96.58,NA,3.42,1.47,1.47,61,0.52,82.15,237.21
221035,"São Lourenço do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.68,134.51,19.06,70.91,0,0,14.17,52.72,31.54,10.88,0,94.84,NA,5.16,NA,NA,64,0.5,62.73,296.81
221037,"São Luis do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.8,53.13,0.45,14.37,0,0,0.85,27.05,60.9,0,0,96.15,NA,3.85,NA,NA,157,0.63,135.97,NA
221039,"São Miguel do Fidalgo","PI",2015,"[22103940] PREFEITURA MUNICIPAL DE SÃO MIGUEL DO FIDALGO - PMSMF","Res Sólidos",11,43434.58,4.39,37.13,NA,477.74,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221040,"São Miguel do Tapuio","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.18,58.29,29.82,43.35,0,0,51.15,74.37,14.7,0,0,97.26,NA,2.74,1.46,1.46,466,0.53,100.17,471.04
221060,"São Raimundo Nonato","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22106040] DEPARTAMENTO DE LIMPEZA URBANA - DLU","Água; Res Sólidos",1.71,39040.52,2.71,95.96,NA,66.72,0,100,5.26,NA,4.1,157.57,26.58,95.22,0,0,16.87,60.43,26.21,9.04,0,93.32,NA,6.68,1.09,1.09,291,0.5,55.42,256.12
221063,"Sebastião Leal","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22106340] Prefeitura Municipal de Sebastião Leal - PMSL","Água; Res Sólidos",NA,NA,6.89,100,NA,256.49,NA,NA,NA,NA,2.87,106.8,76.96,81.18,0,0,72.06,76.01,18.01,0,0,95.89,NA,4.11,3.71,3.71,421,0.59,75.65,255.7
221070,"Simões","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.11,131.31,26.29,43.9,0,0,20.02,33.43,51.43,10.34,0,97.36,NA,2.64,0.88,0.88,244,0.46,61.03,682.45
221080,"Simplício Mendes","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.77,66.32,21.28,34.79,0,0,32.09,52.46,37.38,0,0,92.6,NA,7.4,0.75,0.75,126,0.58,123.3,815.27
221090,"Socorro do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12,144.65,92.9,115.36,0,0,64.22,79.75,15.47,0,0,90.12,NA,9.88,4.85,4.85,341,0.61,62.6,166.03
221093,"Sussuapara","PI",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221095,"Tamboril do Piauí","PI",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221097,"Tanque do Piauí","PI",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221130,"Valença do Piauí","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,52.75,28.62,34.39,0,0,54.26,65.2,22.69,0,0,96.41,NA,3.59,1.02,1.02,75,0.56,129.92,816.86
221135,"Várzea Branca","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22113540] Prefeitura Municipal de Várzea Branca - PMVB","Água; Res Sólidos",13.15,27776,3.3,58.18,NA,365.15,40,60,6.67,NA,-6.89,134.03,1.64,66.33,0,0,1.23,49.49,33.85,11.68,0,92.8,NA,7.2,NA,NA,136,0.5,71.09,NA
221150,"Vera Mendes","PI",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221160,"Vila Nova do Piauí","PI",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221170,"Wall Ferraz","PI",2015,"[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22117040] PREFEITURA MUNICIPAL DE WALL FERRAZ - PMWF","Água; Res Sólidos",8.39,36000,9.73,55.56,NA,302.01,0,100,10,NA,-0.3,49.51,0.13,24.48,0,0,0.26,49.46,37.71,0,0,96.54,NA,3.46,NA,NA,61,0.66,135.94,NA
230010,"Abaiara","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.18,105.79,51.88,70.66,0,20.8,49.04,66.79,14.76,0.64,19.66,97.02,NA,2.98,1.26,1.26,85,0.6,95.32,581.75
230015,"Acarapé","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,120.56,39.54,66.65,0.92,26.6,32.8,55.28,7.33,16.77,22.07,79.55,15.92,4.53,0.85,0.66,173,1.35,83.25,900.83
230030,"Acopiara","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23003040] Secretaria da Infraestrutura - SEINFRA","Água e Esgoto; Res Sólidos",NA,NA,1.26,100,NA,36.5,NA,NA,NA,NA,-4.22,154.23,39.19,83.68,0,43.4,25.41,54.26,16.7,4.58,28.14,82.26,13.99,3.74,3.45,2.85,99,0.48,68.48,164.36
230040,"Aiuaba","CE",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230050,"Alcântaras","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23005040] Prefeitura Municipal de Alcântaras - PMA","Água e Esgoto; Res Sólidos",6.62,19950,2.34,47.07,NA,132.12,66.67,33.33,8.33,NA,11.24,192.94,65.88,141.28,0,39.65,34.14,73.22,4.21,2.53,20.55,70.43,26.89,2.68,0.84,0.56,104,0.52,46.28,835.61
230060,"Altaneira","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,155.26,51.57,82.37,0,36.97,33.21,53.05,22.69,4.59,23.81,88.35,8.83,2.82,0.94,0.83,85,0.46,64.22,751.43
230070,"Alto Santo","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.32,174.53,52.65,95.48,37.25,39.08,30.16,54.71,24.61,2.11,22.39,97.28,NA,2.72,1.63,1.63,594,0.58,43.96,338.14
230080,"Antonina do Norte","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.85,136.54,47.22,79.63,0,31.92,34.58,58.32,17.96,3.03,23.38,96.12,NA,3.88,0.68,0.68,285,0.61,65.15,866.17
230090,"Apuiarés","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23009040] PREFEITURA MUNICIPA DE APUIARES - PMA","Água; Res Sólidos",5.3,28737.82,3.79,70.06,NA,152.33,46.87,53.12,0,NA,-1.17,127.6,56.08,88.82,9.88,24.37,43.95,69.6,8.66,4.75,19.1,97.26,NA,2.74,1.33,1.33,101,0.61,74.02,475.8
230110,"Aracati","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23011040] SECRETARIA DE INFRAESTRUTURA E URBANISMO - SEINFRA","Água e Esgoto; Res Sólidos",NA,NA,2.87,97.02,NA,92.23,NA,NA,NA,NA,16.96,116.95,40.5,74.4,0.98,26.82,34.63,63.62,14.07,2.26,22.93,80.46,16.25,3.29,1.13,0.91,110,0.54,71.4,596.73
230120,"Aracoiaba","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.42,130.54,32.26,57.06,2.06,27.02,24.71,43.71,29.95,8.62,20.7,97,NA,3,0.54,0.54,117,0.56,61.43,1041.42
230125,"Ararendá","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23012540] Prefeitura Municipal de Ararendá - PMA","Água; Res Sólidos",3.57,22479.98,3.53,71.63,NA,80.3,38.89,61.11,0,NA,25.63,172.77,35.79,104.02,0,35.07,20.72,60.21,24.59,0.69,20.3,97.77,NA,2.23,NA,NA,113,0.59,43.08,1100.76
230130,"Araripe","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23013040] Prefeitura Municipal de Araripe - PMA","Água; Res Sólidos",2.44,NA,1.81,NA,NA,NA,0,100,9.37,NA,19.22,171.61,49.9,89.89,0,38.54,29.08,52.38,27.01,2.81,22.46,96.25,NA,3.75,0.68,0.68,126,0.57,48.07,816.2
230140,"Aratuba","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23014040] Prefeitura Municipal de Aratuba - PMA","Água e Esgoto; Res Sólidos",NA,NA,9.5,0,NA,153.5,NA,NA,NA,NA,5.06,127.09,27.9,71.43,0,25.51,21.96,56.21,26.99,1.59,20.07,74.87,22.52,2.6,NA,NA,98,0.51,74.86,1279.22
230150,"Arneiroz","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.41,149.63,33.62,81.45,0,32.52,22.47,54.43,22.78,5.62,21.73,97.24,NA,2.76,0.8,0.8,114,0.8,64.5,516.12
230160,"Assaré","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64,142.55,41.58,73.67,0,31.37,29.17,51.68,24.35,5.37,22.01,96.51,NA,3.49,0.69,0.69,105,0.49,70.17,818.72
230170,"Aurora","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23017040] PREFEITURTA MUNICIPAL DE AURORA CEARA - PMA","Água e Esgoto; Res Sólidos",3.04,NA,4.09,NA,NA,NA,5.56,94.44,11.11,NA,8.84,106.22,30.91,59.41,0,29.66,29.1,55.93,17.7,1.91,27.92,87.37,9.03,3.6,0.54,0.47,108,0.56,86.93,1100.61
230180,"Baixio","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.49,115.86,61.59,84.59,0,25.3,53.16,73.01,3.89,2.45,21.83,97.88,NA,2.12,1.28,1.28,94,0.14,87.29,568.89
