"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","GE201...O.Órgão..prestador..é.também.o.prestador...direto.ou.indireto...dos.serviços.de.abastecimento.de.água.e.esgotamento.sanitário.no.município...Antigo.campo.GE056.","GE202...Há.empresa.com.contrato.de.DELEGAÇÃO..concessão.ou.contrato.de.programa..para.algum.ou.todos.os.serviços.de.limpeza.urbana.do.município...Antigo.campo.GE055.","POP_TOT...População.total.do.município..Fonte..IBGE....Habitantes.","POP_URB...População.urbana.do.município..Fonte..IBGE...Habitantes."
230450,"Frecheirinha","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23045040] Secretaria de Infra Estrutura e Meio Ambiente - Meio Ambiente","Água e Esgoto; Res Sólidos","Não","Não",13541,7959
230460,"General Sampaio","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23046040] Secretaria do Desenvolvimento Rural e Meio Ambiente - SEDERMA","Água; Res Sólidos","Não","Não",6763,3968
230465,"Graça","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23046540] PREFEITURA MUNICIPAL DE GRAÇA - PMG","Água e Esgoto; Res Sólidos","Abast Água e Esg Sanitário","Não",15294,5910
230480,"Granjeiro","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23048040] Prefeitura Municipal de Granjeiro - PMG","Água e Esgoto; Res Sólidos","Abast Água e Esg Sanitário","Não",4494,1330
230490,"Groaíras","CE",2015,"[23049011] Prefeitura Municipal de Groaíras - PMG; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23049040] Prefeitura Municipal de Groaíras - PMG","Esgoto; Água; Res Sólidos","Esgotamento Sanitário","Não",10847,7504
230500,"Guaraciaba do Norte","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23050040] Prefeitura Municipal de Guaraciaba do Norte - PMGN","Água e Esgoto; Res Sólidos","Não","Não",39151,18037
230510,"Guaramiranga","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","",3720,2229
230520,"Hidrolândia","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","",20055,11472
230523,"Horizonte","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23052340] SECRETARIA DE INFRA-ESTRUTURA - SEINFRA","Água e Esgoto; Res Sólidos","Não","Não",63365,58614
230526,"Ibaretama","CE",2015,"[23052640] Secretaria de Serviços Públicos - SSP","Res Sólidos","Não","Não",13188,4539
230530,"Ibiapina","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23053040] PREFEITURA MUNICIPAL DE IBIAPINA - PMI","Água; Res Sólidos","Não","Não",24649,11122
230533,"Ibicuitinga","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","",12130,6145
230535,"Icapuí","CE",2015,"[23053511] Serviço Autônomo de Água e Esgotos de Icapuí - SAAE; [23053540] Secretaria de Obras. Serviços Publicos e Urbanismo - SecObras","Água; Res Sólidos","Não","Não",19418,6110
230540,"Icó","CE",2015,"[23054011] Serviço Autônomo de Água e Esgoto - SAAE; [23054040] PREFEITURA MUNICIPAL DE ICÓ - PMI/ICÓ","Água e Esgoto; Res Sólidos","Não","Não",67198,31274
230550,"Iguatu","CE",2015,"[23055011] Serviço Autônomo de Água e Esgoto de Iguatu - SAAE; [23055040] Secretaria do Meio Ambiente e Desenvolvimento Urbano - SEMURB","Água e Esgoto; Res Sólidos","Não","Não",101386,78410
230560,"Independência","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","",25957,11645
230565,"Ipaporanga","CE",2015,"","","","",11499,4193
230570,"Ipaumirim","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23057040] PREFEITURA MUNICIPAL DE IPAUMIRIM - PMI","Água; Res Sólidos","Não","Sim",12305,7309
230580,"Ipu","CE",2015,"[23058040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA - SEINFRA","Res Sólidos","Não","Não",41391,26276
230590,"Ipueiras","CE",2015,"","","","",38022,18436
230600,"Iracema","CE",2015,"[23060011] Prefeitura Municipal de Iracema - PMI; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23060040] PREFEITURA MUNICIPAL DE IRACEMA - PMI","Esgoto; Água; Res Sólidos","Não","Não",14071,10069
230610,"Irauçuba","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23061040] SECRETARIA DE INFRAESTRUTURA - SEINFRA","Água; Res Sólidos","Não","Não",23543,15126
230620,"Itaiçaba","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23062040] PREFEITURA MUNICIPAL DE ITAIÇABA-SECRETARIA DE INFRAESTRUTURA - PMI-SEINFRA","Água; Res Sólidos","Não","Não",7656,4478
230630,"Itapagé","CE",2015,"[23063011] Serviço Autônomo de Água e Esgoto - SAAE","Água e Esgoto","","",51113,35932
230640,"Itapipoca","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23064040] PREFEITURA DE ITAPIPOCA - PMI","Água e Esgoto; Res Sólidos","Não","Não",124950,72031
230650,"Itapiúna","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23065040] SECRETARIA DE OBRAS INFRAESTRUTURA E CONTROLE URBANO - SOICU","Água; Res Sólidos","Esgotamento Sanitário","Sim",19724,9339
230660,"Itatira","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23066040] Secretaria Municipal de Infra Estrutura e Urbanismo S - SMIU","Água; Res Sólidos","Não","Não",20285,10223
230670,"Jaguaretama","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23067040] Prefeitura Municipal de Jaguaretama - PMJ","Água e Esgoto; Res Sólidos","Não","Não",17997,8533
230680,"Jaguaribara","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","",11102,7700
230690,"Jaguaribe","CE",2015,"[23069011] Serviço Autônomo de Água e Esgoto - SAAE; [23069040] Secretaria da Cidade e Infraestrutura - SEINFRA","Água e Esgoto; Res Sólidos","Não","Não",34561,23371
230700,"Jaguaruana","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","",33469,19867
230710,"Jardim","CE",2015,"","","","",27072,9123
230720,"Jati","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23072040] Prefeitura Municipal de Jati - PMJ","Água; Res Sólidos","Abastecimento de Água","Não",7807,4575
230730,"Juazeiro do Norte","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23073040] Autarquia de Meio Ambiente de Juazeiro do Norte - AMAJU","Água e Esgoto; Res Sólidos","Não","Não",266022,255580
230740,"Jucás","CE",2015,"[23074011] Serviço Autônomo de Água e Esgoto - SAAE","Água e Esgoto","","",24479,14549
230750,"Lavras da Mangabeira","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","",31383,18303
230760,"Limoeiro do Norte","CE",2015,"[23076011] Serviço Autônomo de Água e Esgoto - SAAE","Água e Esgoto","","",58175,33586
230763,"Madalena","CE",2015,"","","","",19425,9574
230770,"Maranguape","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","",123570,93916
230800,"Massapê","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23080040] SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE - SEIMA","Água e Esgoto; Res Sólidos","Não","Não",37560,25597
230810,"Mauriti","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23081040] PREFEITURA MUNICIPAL DE MAURITI - PMM","Água e Esgoto; Res Sólidos","Não","Não",46113,24271
230820,"Meruoca","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","",14674,7952
230830,"Milagres","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","",28354,13574
230835,"Milhã","CE",2015,"","","","",13170,6007
230837,"Miraíma","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","",13428,7183
230840,"Missão Velha","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","",35240,15854
230850,"Mombaça","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23085040] PREFEITURA MUNICIPAL DE MOMBAÇA - PMM","Água; Res Sólidos","Não","Não",43619,19225
230860,"Monsenhor Tabosa","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","",17012,9534
230870,"Morada Nova","CE",2015,"[23087011] Serviço de Autônomo de Água e Esgoto - SAAE","Água e Esgoto","","",61903,35309
230900,"Mucambo","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","",14357,9230
230910,"Mulungu","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23091040] Prefeitura Municipal de Mulungu - PMM","Água e Esgoto; Res Sólidos","Não","Não",12526,4579
230920,"Nova Olinda","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23092040] Secretaria de Serviço Publicos - SSP","Água; Res Sólidos","Não","Não",15181,10325
230930,"Nova Russas","CE",2015,"","","","",31870,23923
230940,"Novo Oriente","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23094040] Secretaria de Obras e Infraestrutura - SOI","Água e Esgoto; Res Sólidos","Esgotamento Sanitário","Não",28220,14628
230945,"Ocara","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23094540] SECRETARIA DE INFRAESTRUTURA E DESENVOLVIMENTO URBANO - SEMID","Água e Esgoto; Res Sólidos","Não","Não",25123,7959
230950,"Orós","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","",21394,16027
230960,"Pacajus","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","",68800,56380
230980,"Pacoti","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","",11910,4869
230990,"Pacujá","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","",6168,3836
231000,"Palhano","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23100040] PREFEITURA MUNICIPAL DE PALHANO - PMP","Água; Res Sólidos","Não","Não",9209,4690
231010,"Palmácia","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","",12895,5324
231030,"Parambu","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23103040] Secretaria de Infraestrutura e Desenvolvimento Econômico - SEINFRA","Água; Res Sólidos","Não","Não",31293,14099
231040,"Paramoti","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23104040] Secretaria de Desenvolvimento Agrário e Meio Ambiente - SEDAMA","Água e Esgoto; Res Sólidos","Não","Não",11549,5658
231050,"Pedra Branca","CE",2015,"[23105011] Serviço Autônomo de Água e Esgoto - SAAE; [23105040] SECRETARIA DE DESENVOLVIMENTO URBANO E MEIO AMBIENTE - SEDUMA","Água; Res Sólidos","Não","Não",42746,25011
231060,"Penaforte","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","",8817,6859
231070,"Pentecoste","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23107040] PREFEITURA MUNICÍPAL DE PENTECOSTE - PMP","Água; Res Sólidos","Não","Sim",36773,22224
231080,"Pereiro","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","",16115,5556
231090,"Piquet Carneiro","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23109040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA E RECURSOS HIDRICOS - SMIRH","Água; Res Sólidos","Não","Não",16461,7918
231095,"Pires Ferreira","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","",10674,3504
231100,"Poranga","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23110040] Prefeitura Municipal - PMP","Água e Esgoto; Res Sólidos","Abast Água e Esg Sanitário","Não",12224,7943
231110,"Porteiras","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","",15010,6168
231120,"Potengi","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23112040] Prefeitura Municipal de Potengi - PMP","Água; Res Sólidos","Não","Não",10790,6000
231123,"Potiretama","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","",6318,2788
231126,"Quiterianópolis","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23112640] Prefeitura Municipal de Quiterianópolis - PMQ","Água; Res Sólidos","Não","Não",20690,6548
231130,"Quixadá","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23113040] SECRETARIA DESENVOLVIMENTO URBANO E MEIO AMBIENTE - SEDUMA","Água e Esgoto; Res Sólidos","Não","Não",85351,60870
231135,"Quixelô","CE",2015,"[23113511] Serviço Autônomo de Água e Esgoto - SAAE; [23113540] Secretaria de Infraestrutura - Seinfra","Água e Esgoto; Res Sólidos","Abast Água e Esg Sanitário","Não",14949,4912
231140,"Quixeramobim","CE",2015,"[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE; [23114040] PREFEITURA MUNICIPAL DE QUIXERAMOBIM - CE","Água; Res Sólidos","Não","Não",77174,46618
231150,"Quixeré","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23115040] SECRETARIA DE DESENVOLVIMENTO URBANO. MEIO AMBIENTE E INFRAESTRUTURA - PMQ","Água; Res Sólidos","Não","Não",21572,13257
231160,"Redenção","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","",27272,15625
231170,"Reriutaba","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","",19015,10350
231180,"Russas","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","",75018,48290
231190,"Saboeiro","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23119040] Prefeitura Municipal de Saboeiro - PMS","Água e Esgoto; Res Sólidos","Não","Sim",15753,8456
231195,"Salitre","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","",16161,6550
231200,"Santana do Acaraú","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","",31596,16219
231210,"Santana do Cariri","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23121040] Prefeitura Municipal de Santana do Cariri - PMSC","Água; Res Sólidos","Não","Não",17468,8975
231220,"Santa Quitéria","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23122040] SECRETARIA DE OBRAS E URBANISMO - SEOURB","Água; Res Sólidos","Não","Não",43359,22570
231230,"São Benedito","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23123040] PREFEITURA MUNICIPAL DE SÃO BENEDITO - SEINFRA","Água e Esgoto; Res Sólidos","Não","Sim",46171,25662
231250,"São João do Jaguaribe","CE",2015,"","","","",7721,3097
231270,"Senador Pompeu","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","",26547,15752
231290,"Sobral","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23129011] Serviço de Água e Esgoto de Sobral - SAAE; [23129040] Prefeitura Municipal de Sobral - PMS","Água; Água e Esgoto; Res Sólidos","Abast Água e Esg Sanitário","Não",201756,178258
231300,"Solonópole","CE",2015,"[23130011] Prefeitura Municipal de Solonópole - PMS; [23130040] Prefeitura Municipal de Solonópole - PMS","Água; Res Sólidos","Abastecimento de Água","Sim",18094,9327
231310,"Tabuleiro do Norte","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","",30263,19488
231320,"Tamboril","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","",25597,14283
231325,"Tarrafas","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23132540] Prefeitura Municipal - PM","Água e Esgoto; Res Sólidos","Não","Não",8899,2621
231330,"Tauá","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23133040] Secretaria de InfraEstrutura e Desenvolvimento Urbano - SEINFRA","Água e Esgoto; Res Sólidos","Não","Não",57701,33408
231335,"Tejuçuoca","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","",18510,6969
231340,"Tianguá","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23134040] Prefeitura Municipal de tianguá - PM","Água e Esgoto; Res Sólidos","Não","Não",73468,48862
231360,"Ubajara","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23136040] Prefeitura Municipal - PM","Água; Res Sólidos","Não","Não",33792,16318
231370,"Umari","CE",2015,"[23137011] Prefeitura Municipal de Umari - PMU; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23137040] PREFEITURA MUNICIPAL DE UMARI - PMU","Esgoto; Água; Res Sólidos","Não","Não",7665,3980
231375,"Umirim","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23137540] secretaria de infraestrutura - seinfra","Água; Res Sólidos","Não","Não",19521,11515
231380,"Uruburetama","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","",21206,15760
231395,"Varjota","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23139540] SECRETARIA DE OBRAS E SERVIÇOS PÚBLICOS - SEOSP","Água; Res Sólidos","Não","Não",18136,14861
231400,"Várzea Alegre","CE",2015,"[23140011] Prefeitura Municipal de Várzea Alegre - PMVA; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23140040] Prefeitura Municipal de Várzea Alegre - PMVA","Esgoto; Água; Res Sólidos","Esgotamento Sanitário","Não",40062,24908
240010,"Acari","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24001040] PREFEITURA MUNICIPAL DE ACARI - PMA","Água e Esgoto; Res Sólidos","Não","Não",11344,9151
240020,"Açu","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24002040] Secretaria Adjunta de Serviços Públicos - SERVIP","Água; Res Sólidos","Não","Não",57292,42365
240030,"Afonso Bezerra","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24003040] SECRETARIA DE OBRAS E SERVIÇOS URBANOS - SOSUR","Água e Esgoto; Res Sólidos","Não","Não",11202,5949
240040,"Água Nova","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24004040] SECRETARIA MUNICIPAL DE INFRA - ESTRUTUTA E SERVIÇOS URBANOS - SEMISU","Água; Res Sólidos","Não","Não",3210,2055
240050,"Alexandria","RN",2015,"[24005011] Serviço Autônomo de Água e Esgoto de Alexandria - SAAE","Água e Esgoto","","",13852,9424
240060,"Almino Afonso","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24006040] PREFEITURA MUNICIPAL DE ALMINO AFONSO - PMAA","Água; Res Sólidos","Não","Não",4899,3499
240070,"Alto do Rodrigues","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24007040] Prefeitura Municipal - PM","Água e Esgoto; Res Sólidos","Não","Não",13915,10034
240080,"Angicos","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","",11907,10398
240090,"Antônio Martins","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24009040] PREFEITURA MUNICIPAL DE ANTONIO MARTINS - PMAA","Água e Esgoto; Res Sólidos","Não","Não",7205,3947
240100,"Apodi","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24010040] PREFEITURA MUNICIPAL DE APODI - PMA","Água; Res Sólidos","Não","Não",36189,18250
240110,"Areia Branca","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24011040] Prefeitura Municipal de Areia Branca - PMAB","Água; Res Sólidos","Não","Não",27356,21955
240130,"Augusto Severo","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24013040] Prefeitural Municipal de Campo Grande - PMAS","Água; Res Sólidos","Abastecimento de Água","Não",9716,5232
240145,"Baraúna","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","",27238,17132
240150,"Barcelona","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24015040] Secretaria Municipal de Servios Urbanos. Obras e Viao - SMSUOV","Água; Res Sólidos","Não","Não",4066,1808
